


"Host:","node-13.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_real.csv",,,,"Date:","01 Oct 2019 16:45:20 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
01-10 16:55:42,0.187,0.250,99.563,0,0,12707688448,49733660672,267894784,4447059968,0,0,0,0,5826,5646,0,5,4,240,289,0,3221221376,10,303,0,1,0
01-10 16:55:43,0.312,0.312,99.375,0,0,12707688448,49733660672,267894784,4447059968,0,0,0,0,2061,2258,0,2,0,152,291,0,3221221376,10,299,0,1,0
01-10 16:55:44,0,0.250,99.750,0,0,12707688448,49733660672,267894784,4447059968,0,0,0,0,418,844,0,0,0,86,137,0,3221221376,10,299,0,1,0
01-10 16:55:45,0.125,0.187,99.625,0.062,0,12707688448,49733660672,267894784,4447059968,0,49152,0,8,365,708,0,0,0,93,152,0,3221221376,10,299,0,1,0
01-10 16:55:46,0,0.250,99.750,0,0,12707442688,49733906432,267894784,4447059968,0,0,0,0,828,2178,0,2,1,149,192,0,3221221376,10,299,0,1,0
01-10 16:55:47,0,0.312,99.688,0,0,12707442688,49733906432,267894784,4447059968,0,0,0,0,605,802,0,0,0,104,157,0,3221221376,10,299,0,1,0
01-10 16:55:48,0,0.250,99.750,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,1089,666,0,0,0,110,175,0,3221221376,10,299,0,1,0
01-10 16:55:49,0,0.312,99.688,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,477,836,0,0,0,88,139,0,3221221376,10,299,0,1,0
01-10 16:55:50,0.062,0.250,99.688,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,366,606,0,0,0,91,149,0,3221221376,10,299,0,1,0
01-10 16:55:51,0,0.313,99.687,0,0,12707434496,49733914624,267894784,4447059968,0,24576,0,4,365,606,0,0,0,104,163,0,3221221376,10,299,0,1,0
01-10 16:55:52,0,0.250,99.750,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,366,622,0,0,0,86,136,0,3221221376,10,299,0,1,0
01-10 16:55:53,0,0.250,99.750,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,700,606,0,0,0,106,167,0,3221221376,10,299,0,1,0
01-10 16:55:54,0.062,0.250,99.688,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,418,836,0,0,0,95,153,0,3221221376,10,299,0,1,0
01-10 16:55:55,0,0.375,99.625,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,18399,13743,0,0,0,136,188,0,3221221376,10,299,0,1,0
01-10 16:55:56,0.312,0.375,99.313,0,0,12707434496,49733914624,267894784,4447059968,0,24576,0,4,12266,17342,0,0,0,190,209,0,3221221376,10,299,0,1,0
01-10 16:55:57,0,0.250,99.750,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,827,622,0,0,0,100,143,0,3221221376,10,299,0,1,0
01-10 16:55:58,0,0.250,99.750,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,366,606,0,0,0,118,201,0,3221221376,10,299,0,1,0
01-10 16:55:59,0.062,0.250,99.688,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,1009,1066,0,2,1,111,165,0,3221221376,10,299,0,1,0
01-10 16:56:00,0,0.250,99.750,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,1036,1064,4,0,0,135,215,0,3221221376,10,298,0,2,0
01-10 16:56:01,0.062,0.250,99.688,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,485,614,0,0,0,88,135,0,3221221376,10,298,0,2,0
01-10 16:56:02,0,0.250,99.688,0.062,0,12707434496,49733914624,267894784,4447059968,0,24576,0,4,426,606,0,0,0,104,159,0,3221221376,10,298,0,2,0
01-10 16:56:03,0.062,0.312,99.625,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,770,622,0,0,0,125,189,0,3221221376,10,298,0,2,0
01-10 16:56:04,0,0.250,99.750,0,0,12707434496,49733914624,267894784,4447059968,0,0,0,0,752,836,0,0,0,92,141,0,3221221376,10,298,0,2,0
01-10 16:56:05,0.062,0.312,99.625,0,0,12707430400,49733914624,267894784,4447064064,0,32768,0,6,425,606,0,0,0,85,127,0,3221221376,10,298,0,2,0
01-10 16:56:06,0,0.250,99.750,0,0,12707430400,49733914624,267894784,4447064064,0,0,0,0,701,622,0,0,0,110,162,0,3221221376,10,298,0,2,0
01-10 16:56:07,0,0.313,99.687,0,0,12707303424,49734033408,267898880,4447068160,0,106496,0,8,605,808,0,0,0,126,197,0,3221221376,10,298,0,2,0
01-10 16:56:08,0,0.312,99.688,0,0,12707295232,49734041600,267898880,4447068160,0,0,0,0,306,622,0,0,0,126,179,0,3221221376,10,298,0,2,0
01-10 16:56:09,0,0.250,99.750,0,0,12707295232,49734041600,267898880,4447068160,0,0,0,0,999,836,0,0,0,96,145,0,3221221376,10,298,0,2,0
01-10 16:56:10,0,0.250,99.750,0,0,12707295232,49734041600,267898880,4447068160,0,0,0,0,366,606,0,0,0,90,145,0,3221221376,10,298,0,2,0
01-10 16:56:11,0,0.312,99.688,0,0,12707295232,49734041600,267898880,4447068160,0,49152,0,12,640,606,0,0,0,110,167,0,3221221376,10,298,0,2,0
01-10 16:56:12,0,0.250,99.750,0,0,12707295232,49734041600,267898880,4447068160,0,0,0,0,380,696,0,0,0,93,139,0,3221221376,10,298,1,2,0
01-10 16:56:13,11.721,1.746,86.471,0.062,0,12714889216,49726447616,267898880,4447068160,0,24576,0,4,5612229,6158468,988,750,938,13000,17150,0,3221221376,10,303,0,2,0
01-10 16:56:14,53.871,6.846,39.283,0,0,12832235520,49609097216,267898880,4447072256,0,0,0,0,34131535,39350626,4692,3953,4944,66351,89318,0,3221221376,10,562,0,2,0
01-10 16:56:15,52.114,6.343,41.542,0,0,12832440320,49608888320,267898880,4447076352,0,0,0,0,30859149,36631362,4144,3685,4607,63836,78546,0,3221221376,10,564,0,2,0
01-10 16:56:16,56.477,7.147,36.375,0,0,12833218560,49608110080,267898880,4447076352,0,16384,0,4,38352263,44649091,5600,4740,5457,76855,93305,0,3221221376,10,564,0,2,0
01-10 16:56:17,55.541,6.752,37.707,0,0,12833636352,49607688192,267898880,4447080448,0,0,0,0,39897300,45987926,5897,4165,5544,73831,89400,0,3221221376,10,565,0,2,0
01-10 16:56:18,50.063,6.313,43.624,0,0,12835188736,49606135808,267898880,4447080448,0,131072,0,6,32464209,36823983,4986,3862,4148,65094,79366,0,3221221376,10,565,0,2,0
01-10 16:56:19,47.066,6.562,46.372,0,0,12762349568,49678974976,267898880,4447080448,0,0,0,0,30410516,36155062,4705,3518,4286,103467,88315,0,3221221376,10,566,0,2,0
01-10 16:56:20,28.075,4.286,67.640,0,0,12762611712,49678712832,267898880,4447080448,0,0,0,0,17823379,20940905,3042,2358,2693,41162,54383,0,3221221376,10,566,0,2,0
01-10 16:56:21,30.025,3.540,66.435,0,0,12762247168,49679073280,267898880,4447084544,0,0,0,0,19183653,22150354,2910,2377,2672,40506,49151,0,3221221376,10,567,0,2,0
01-10 16:56:22,29.838,3.995,66.167,0,0,12749602816,49691717632,267898880,4447084544,0,0,0,0,18261334,21244578,3066,2351,2825,46104,53042,0,3221221376,10,567,0,2,0
01-10 16:56:23,23.982,3.753,72.265,0,0,12742189056,49699131392,267898880,4447084544,0,73728,0,6,17496777,20099065,2938,2479,2222,44305,50395,0,3221221376,10,567,0,2,0
01-10 16:56:24,38.180,4.425,57.396,0,0,12762902528,49678417920,267898880,4447084544,0,0,0,0,18997286,23343237,3099,2900,3463,46543,56799,0,3221221376,10,567,0,2,0
01-10 16:56:25,33.480,5.580,60.940,0,0,12893151232,49548099584,267898880,4447088640,0,0,0,0,23074559,21947012,2821,2725,2478,41713,66551,0,3221221376,10,1026,0,2,0
01-10 16:56:26,53.601,4.884,41.515,0,0,12916477952,49524703232,267898880,4447092736,0,0,0,0,21488768,27346934,3256,3082,1808,44724,35876,0,3221221376,10,1342,0,2,0
01-10 16:56:27,64.191,8.370,27.439,0,0,12965306368,49475874816,267898880,4447092736,0,0,0,0,44622820,49393225,5448,5430,4885,78930,84100,0,3221221376,10,1407,0,2,0
01-10 16:56:28,43.082,4.591,52.327,0,0,12981526528,49459613696,267898880,4447100928,0,0,0,0,22720182,26055408,2670,3030,2228,43812,39712,0,3221221376,10,1541,0,2,0
01-10 16:56:29,50.157,6.340,43.503,0,0,13070655488,49370419200,267898880,4447100928,0,106496,0,6,31390155,35549731,3415,3898,2982,57841,66416,0,3221221376,10,1697,0,2,0
01-10 16:56:30,62.250,8.062,29.688,0,0,13066268672,49374806016,267898880,4447100928,0,0,0,0,44586026,52218018,4565,4659,3640,72591,91516,0,3221221376,10,1762,0,2,0
01-10 16:56:31,33.061,5.082,61.857,0,0,13061713920,49379356672,267898880,4447105024,0,0,0,0,24852885,30082528,2924,3430,2306,47095,66995,0,3221221376,10,1762,0,2,0
01-10 16:56:32,46.192,6.440,47.368,0,0,13068029952,49373036544,267898880,4447109120,0,0,0,0,30791479,35599954,3929,4654,3233,62037,79433,0,3221221376,10,1765,0,2,0
01-10 16:56:33,36.958,4.777,58.265,0,0,13068369920,49372692480,267898880,4447113216,0,0,0,0,24475907,29539040,2976,4179,2522,52111,66775,0,3221221376,10,1765,0,2,0
01-10 16:56:34,64.984,6.940,28.076,0,0,13063045120,49378013184,267898880,4447117312,0,0,0,0,41917908,47798683,4788,6190,3409,79073,91937,0,3221221376,10,1765,0,2,0
01-10 16:56:35,52.488,7.152,40.361,0,0,12986601472,49454456832,267898880,4447117312,0,147456,0,10,34450475,38935382,3526,5672,3382,107059,94983,0,3221221376,10,1765,0,2,0
01-10 16:56:36,53.480,6.458,40.063,0,0,12887154688,49553903616,267898880,4447117312,0,40960,0,4,30396850,36564332,2230,4547,2558,94144,68655,0,3221221376,10,1765,0,2,0
01-10 16:56:37,0.187,0.750,99.063,0,0,12887511040,49553547264,267898880,4447117312,0,0,0,0,53537,51174,6,12,12,427,304,0,3221221376,10,1765,0,2,0
01-10 16:56:38,0.063,0.750,99.187,0,0,12887511040,49553547264,267898880,4447117312,0,0,0,0,426,630,0,0,0,132,188,0,3221221376,10,1765,0,2,0
01-10 16:56:39,0,0.688,99.312,0,0,12887511040,49553547264,267898880,4447117312,0,0,0,0,717,836,0,0,0,129,171,0,3221221376,10,1765,0,2,0
01-10 16:56:40,0.062,0.750,99.188,0,0,12887511040,49553547264,267898880,4447117312,0,0,0,0,126,606,0,0,0,114,151,0,3221221376,10,1765,0,2,0
01-10 16:56:41,2.372,1.623,95.943,0.062,0,12795109376,49645948928,267898880,4447117312,0,40960,0,4,485,606,0,0,0,10099,10700,0,3221221376,10,1765,0,2,0
01-10 16:56:42,0.125,0.750,99.124,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,306,622,0,0,0,494,319,0,3221221376,10,1765,0,2,0
01-10 16:56:43,0,0.750,99.250,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,545,606,0,0,0,132,196,0,3221221376,10,1765,0,1,0
01-10 16:56:44,0.062,0.750,99.188,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,538,836,0,0,0,120,155,0,3221221376,10,1765,0,1,0
01-10 16:56:45,0.062,0.750,99.188,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,725,606,0,0,0,119,147,0,3221221376,10,1765,0,1,0
01-10 16:56:46,0,0.751,99.249,0,0,12781256704,49659801600,267898880,4447117312,0,466944,0,104,478,836,0,2,1,192,193,0,3221221376,10,1765,0,1,0
01-10 16:56:47,0.062,0.750,99.188,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,545,638,0,0,0,126,169,0,3221221376,10,1765,0,1,0
01-10 16:56:48,0,0.750,99.250,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,246,606,0,0,0,118,166,0,3221221376,10,1765,0,1,0
01-10 16:56:49,0.062,0.811,99.126,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,537,836,0,0,0,122,153,0,3221221376,10,1765,0,1,0
01-10 16:56:50,0.062,0.750,99.188,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,246,606,0,0,0,120,161,0,3221221376,10,1765,0,1,0
01-10 16:56:51,0,0.750,99.188,0.062,0,12781256704,49659801600,267898880,4447117312,0,40960,0,8,686,606,0,0,0,132,184,0,3221221376,10,1765,0,1,0
01-10 16:56:52,0.062,0.750,99.188,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,246,622,0,0,0,120,154,0,3221221376,10,1765,0,1,0
01-10 16:56:53,0.062,0.750,99.188,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,305,606,0,0,0,121,166,0,3221221376,10,1765,0,1,0
01-10 16:56:54,0.062,0.750,99.188,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,838,836,0,0,0,133,169,0,3221221376,10,1765,0,1,0
01-10 16:56:55,0.062,0.688,99.250,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,365,606,0,0,0,120,175,0,3221221376,10,1765,0,1,0
01-10 16:56:56,0.062,0.750,99.188,0,0,12781256704,49659801600,267898880,4447117312,0,0,0,0,186,606,0,0,0,127,166,0,3221221376,10,1765,0,1,0
01-10 16:56:57,0.313,0.813,98.874,0,0,12781273088,49659785216,267898880,4447117312,0,24576,0,4,30914,29635,0,0,0,206,241,0,3221221376,10,1764,0,2,0
01-10 16:56:58,0.062,0.812,99.125,0,0,12781273088,49659785216,267898880,4447117312,0,0,0,0,486,622,0,0,0,143,192,0,3221221376,10,1764,0,2,0
01-10 16:56:59,0.062,0.750,99.188,0,0,12781268992,49659785216,267898880,4447121408,0,0,0,0,1139,1508,0,2,1,149,193,0,3221221376,10,1763,0,3,0
01-10 16:57:00,0,0.750,99.250,0,0,12781268992,49659785216,267898880,4447121408,0,0,0,0,366,622,0,0,0,115,149,0,3221221376,10,1763,0,3,0
01-10 16:57:01,0.062,0.750,99.188,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,425,606,0,0,0,117,149,0,3221221376,10,1763,0,3,0
01-10 16:57:02,0.063,0.750,99.187,0,0,12781264896,49659785216,267898880,4447125504,0,98304,0,8,366,666,0,0,0,139,179,0,3221221376,10,1763,0,2,0
01-10 16:57:03,0,0.750,99.250,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,710,622,0,0,0,137,190,0,3221221376,10,1763,0,2,0
01-10 16:57:04,0.125,0.750,99.126,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,784,968,0,0,0,127,151,0,3221221376,10,1763,0,2,0
01-10 16:57:05,0.250,0.688,99.062,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,603,982,0,0,0,138,274,0,3221221376,10,1762,0,3,0
01-10 16:57:06,0.125,0.812,99.063,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,546,606,0,0,0,140,175,0,3221221376,10,1762,0,3,0
01-10 16:57:07,0.188,0.688,99.125,0,0,12781264896,49659785216,267898880,4447125504,0,32768,0,6,795,1114,0,0,0,153,226,0,3221221376,10,1761,0,4,0
01-10 16:57:08,0,0.812,99.125,0.062,0,12781264896,49659785216,267898880,4447125504,0,32768,0,4,760,622,0,0,0,156,192,0,3221221376,10,1761,0,4,0
01-10 16:57:09,0.125,0.750,99.126,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,777,852,0,0,0,128,159,0,3221221376,10,1761,0,4,0
01-10 16:57:10,0.062,0.750,99.188,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,821,606,0,0,0,130,168,0,3221221376,10,1761,0,4,0
01-10 16:57:11,0.062,0.750,99.188,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,545,666,0,0,0,124,162,0,3221221376,10,1761,0,4,0
01-10 16:57:12,0.062,0.750,99.188,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,306,606,0,0,0,127,182,0,3221221376,10,1761,0,4,0
01-10 16:57:13,0.188,0.688,99.125,0,0,12781264896,49659785216,267898880,4447125504,0,24576,0,4,1087,1278,0,2,1,144,203,0,3221221376,10,1760,0,5,0
01-10 16:57:14,0.063,0.750,99.187,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,968,1370,0,3,0,155,192,0,3221221376,10,1759,0,6,0
01-10 16:57:15,0.062,0.750,99.188,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,760,614,0,0,0,131,180,0,3221221376,10,1759,0,6,0
01-10 16:57:16,0.063,0.750,99.187,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,486,606,0,0,0,132,165,0,3221221376,10,1759,0,6,0
01-10 16:57:17,0.125,0.750,99.126,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,365,606,0,0,0,241,397,0,3221221376,10,1759,0,6,0
01-10 16:57:18,0.125,0.750,99.125,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,306,770,0,0,0,223,355,0,3221221376,10,1759,0,6,0
01-10 16:57:19,0,0.750,99.250,0,0,12781264896,49659785216,267898880,4447125504,0,24576,0,4,1368,1225,0,2,1,146,190,0,3221221376,10,1759,0,6,0
01-10 16:57:20,0.062,0.750,99.188,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,306,638,0,0,0,115,149,0,3221221376,10,1759,0,6,0
01-10 16:57:21,0.125,0.750,99.126,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,2163,708,0,0,0,133,163,0,3221221376,10,1759,0,6,0
01-10 16:57:22,0.063,0.688,99.250,0,0,12781264896,49659785216,267898880,4447125504,0,65536,0,16,312,1704,0,0,0,131,163,0,3221221376,10,1759,0,6,0
01-10 16:57:23,0.062,0.750,99.188,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,940,622,0,0,0,145,200,0,3221221376,10,1759,0,6,0
01-10 16:57:24,0,0.750,99.188,0.062,0,12781264896,49659785216,267898880,4447125504,0,24576,0,4,873,836,0,0,0,137,173,0,3221221376,10,1759,0,6,0
01-10 16:57:25,0.062,0.750,99.188,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,365,622,0,0,0,112,147,0,3221221376,10,1759,0,6,0
01-10 16:57:26,0.063,0.750,99.187,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,306,606,0,0,0,127,169,0,3221221376,10,1759,0,6,0
01-10 16:57:27,0.062,0.688,99.250,0,0,12781264896,49659785216,267898880,4447125504,0,0,0,0,425,606,0,0,0,122,164,0,3221221376,10,1759,0,6,0
01-10 16:57:28,1.504,1.190,97.306,0,0,12781260800,49659785216,267898880,4447129600,0,0,0,0,360882,271272,250,230,258,5031,7894,0,3221221376,10,157,6,4,3
01-10 16:57:29,11.606,1.443,86.951,0,0,12781617152,49659658240,267898880,4447129600,0,0,0,0,7170255,8095624,848,1619,846,18117,25182,0,3221221376,10,138,0,6,0
01-10 16:57:30,49.685,5.982,44.332,0,0,12845592576,49595674624,267898880,4447137792,0,106496,0,8,29307186,34779382,2792,5734,2977,66420,86521,0,3221221376,10,540,0,6,0
01-10 16:57:31,60.114,8.407,31.479,0,0,12980838400,49460428800,267898880,4447137792,0,0,0,0,46246442,51832493,2884,5743,3954,84055,122852,0,3221221376,10,899,0,6,0
01-10 16:57:32,34.522,4.065,61.413,0,0,12981948416,49459318784,267898880,4447137792,0,0,0,0,17269290,20606592,997,2744,1616,37859,45378,0,3221221376,10,899,0,6,0
01-10 16:57:33,38.772,5.438,55.790,0,0,12981653504,49459613696,267898880,4447137792,0,0,0,0,27403196,31894910,1644,3857,2400,57379,74805,0,3221221376,10,899,0,6,0
01-10 16:57:34,58.227,7.143,34.630,0,0,12991094784,49450168320,267898880,4447141888,0,0,0,0,38065350,44045122,2033,4947,3231,72887,82303,0,3221221376,10,900,0,6,0
01-10 16:57:35,47.368,6.658,45.973,0,0,12991422464,49449840640,267898880,4447141888,0,81920,0,6,32017263,37715454,2013,4813,2879,68269,90923,0,3221221376,10,900,0,6,0
01-10 16:57:36,47.978,6.161,45.862,0,0,12884582400,49556676608,267898880,4447145984,0,0,0,0,25737321,29767335,1309,3109,2174,131648,78359,0,3221221376,10,900,0,6,0
01-10 16:57:37,41.925,6.713,51.362,0,0,12884914176,49556344832,267898880,4447145984,0,0,0,0,30013013,34804116,1797,4588,3046,64919,84013,0,3221221376,10,902,0,6,0
01-10 16:57:38,34.221,4.119,61.660,0,0,12921356288,49519902720,267898880,4447145984,0,40960,0,4,21670989,24963629,1171,3282,1998,44928,56059,0,3221221376,10,902,0,6,0
01-10 16:57:39,39.899,5.890,54.212,0,0,12909539328,49531719680,267898880,4447145984,0,0,0,0,26517459,30997789,1515,3901,2564,68215,79754,0,3221221376,10,902,0,6,0
01-10 16:57:40,17.733,2.913,79.354,0,0,12907614208,49533644800,267898880,4447145984,0,0,0,0,12295976,14179999,726,1851,1193,28151,37721,0,3221221376,10,902,0,6,0
01-10 16:57:41,35.188,4.312,60.438,0.062,0,12901740544,49539514368,267898880,4447150080,0,90112,0,6,20166791,23459314,1103,3014,1840,51194,60515,0,3221221376,10,902,0,6,0
01-10 16:57:42,26.515,3.346,70.139,0,0,12901089280,49540165632,267898880,4447150080,0,0,0,0,17260334,20209457,885,2472,1698,39170,50109,0,3221221376,10,902,0,6,0
01-10 16:57:43,52.329,5.935,41.736,0,0,12933332992,49507917824,267898880,4447154176,0,0,0,0,31496477,37917634,1859,4694,2751,65736,83882,0,3221221376,10,902,0,6,0
01-10 16:57:44,56.533,10.006,33.461,0,0,13209198592,49232052224,267898880,4447154176,0,0,0,0,43835285,48127903,3779,5161,5034,82871,138750,0,3221221376,10,1268,0,6,0
01-10 16:57:45,58.077,7.794,34.129,0,0,13224218624,49217032192,267898880,4447154176,0,0,0,0,40383316,48113298,2180,4142,5319,74309,88028,0,3221221376,10,1268,0,6,0
01-10 16:57:46,62.226,6.879,30.894,0,0,13235916800,49205329920,267898880,4447158272,0,81920,0,6,41985062,48745151,2826,4179,5533,79781,94088,0,3221221376,10,1268,0,6,0
01-10 16:57:47,53.496,7.056,39.448,0,0,13245796352,49195450368,267898880,4447158272,0,0,0,0,39767369,46387464,3354,4162,6100,80326,104664,0,3221221376,10,1268,0,6,0
01-10 16:57:48,12.180,1.874,85.946,0,0,13259157504,49182089216,267898880,4447158272,0,0,0,0,6217482,7432053,607,500,852,12609,13963,0,3221221376,10,1267,0,6,0
01-10 16:57:49,45.141,7.022,47.837,0,0,13174165504,49267081216,267898880,4447158272,0,0,0,0,24716377,28322009,2474,2366,3844,89918,79920,0,3221221376,10,1267,0,6,0
01-10 16:57:50,35.013,6.059,58.929,0,0,13032693760,49408552960,267898880,4447158272,0,0,0,0,23054160,27334547,2251,2419,3761,81901,75295,0,3221221376,10,1267,0,6,0
01-10 16:57:51,29.720,4.548,65.732,0,0,13001093120,49440149504,267898880,4447162368,0,0,0,0,16616959,19420228,1523,1880,2652,52695,50803,0,3221221376,10,1267,0,6,0
01-10 16:57:52,34.815,4.759,60.426,0,0,12996321280,49444921344,267898880,4447162368,0,73728,0,6,23345572,27560992,2293,2767,3390,49930,65511,0,3221221376,10,1267,0,6,0
01-10 16:57:53,2.068,0.815,97.118,0,0,12980649984,49460588544,267898880,4447166464,0,24576,0,4,651397,763892,72,92,158,5125,4431,0,3221221376,10,1267,0,6,0
01-10 16:57:54,2.118,1.059,96.822,0,0,12970598400,49470640128,267898880,4447166464,0,0,0,0,541034,665969,77,84,93,4154,3603,0,3221221376,10,1267,0,6,0
01-10 16:57:55,1.628,0.626,97.746,0,0,12970594304,49470640128,267898880,4447170560,0,0,0,0,734190,791115,45,66,108,2036,2232,0,3221221376,10,1267,0,6,0
01-10 16:57:56,0.062,0.625,99.313,0,0,12970594304,49470640128,267898880,4447170560,0,0,0,0,546,690,0,0,0,114,154,0,3221221376,10,1267,0,6,0
01-10 16:57:57,0.125,0.751,99.061,0.063,0,12955267072,49485967360,267898880,4447170560,0,90112,0,8,311,708,0,0,0,3368,2280,0,3221221376,10,1267,0,5,0
01-10 16:57:58,0.375,0.688,98.937,0,0,12951891968,49489342464,267898880,4447170560,0,73728,0,18,30250,29424,0,0,0,425,274,0,3221221376,10,1268,0,5,0
01-10 16:57:59,0.062,0.562,99.375,0,0,12951891968,49489342464,267898880,4447170560,0,0,0,0,949,1082,0,1,2,132,190,0,3221221376,10,1268,0,4,0
01-10 16:58:00,0,0.563,99.437,0,0,12950765568,49490468864,267898880,4447170560,0,0,0,0,306,622,0,0,0,198,234,0,3221221376,10,1268,0,4,0
01-10 16:58:01,0.062,0.562,99.375,0,0,12950765568,49490468864,267898880,4447170560,0,0,0,0,820,606,0,0,0,110,151,0,3221221376,10,1268,0,4,0
01-10 16:58:02,0,0.562,99.438,0,0,12950765568,49490468864,267898880,4447170560,0,0,0,0,366,606,0,0,0,110,161,0,3221221376,10,1268,0,4,0
01-10 16:58:03,0,0.501,99.499,0,0,12950765568,49490468864,267898880,4447170560,0,24576,0,4,830,606,0,0,0,149,211,0,3221221376,10,1268,0,4,0
01-10 16:58:04,0.062,0.625,99.313,0,0,12950765568,49490468864,267898880,4447170560,0,0,0,0,700,918,0,0,0,126,161,0,3221221376,10,1268,0,4,0
01-10 16:58:05,0,0.563,99.437,0,0,12950765568,49490468864,267898880,4447170560,0,0,0,0,485,606,0,0,0,123,146,0,3221221376,10,1268,0,3,0
01-10 16:58:06,0.062,0.625,99.313,0,0,12950765568,49490468864,267898880,4447170560,0,0,0,0,306,606,0,0,0,121,169,0,3221221376,10,1268,0,3,0
01-10 16:58:07,0,0.500,99.500,0,0,12950765568,49490468864,267898880,4447170560,0,0,0,0,485,606,0,0,0,114,164,0,3221221376,10,1268,0,2,0
01-10 16:58:08,0.062,0.562,99.375,0,0,12950765568,49490468864,267898880,4447170560,0,32768,0,4,486,606,0,0,0,151,185,0,3221221376,10,1268,0,2,0
01-10 16:58:09,0.062,0.562,99.375,0,0,12950757376,49490468864,267907072,4447170560,0,32768,0,4,717,954,0,0,0,126,173,0,3221221376,10,1268,0,2,0
01-10 16:58:10,0,0.500,99.500,0,0,12950757376,49490468864,267907072,4447170560,0,0,0,0,432,1720,0,0,0,111,157,0,3221221376,10,1268,0,2,0
01-10 16:58:11,0,0.562,99.438,0,0,12950757376,49490468864,267907072,4447170560,0,0,0,0,485,606,0,0,0,111,160,0,3221221376,10,1268,0,2,0
01-10 16:58:12,0.062,0.562,99.375,0,0,12950757376,49490468864,267907072,4447170560,0,0,0,0,426,606,0,0,0,109,143,0,3221221376,10,1268,0,2,0
01-10 16:58:13,0.062,0.562,99.375,0,0,12950757376,49490468864,267907072,4447170560,0,0,0,0,1051,836,0,2,1,127,174,0,3221221376,10,1268,0,2,0
01-10 16:58:14,0,0.562,99.375,0.062,0,12950757376,49490468864,267907072,4447170560,0,24576,0,4,478,852,0,0,0,135,179,0,3221221376,10,1268,0,1,0
01-10 16:58:15,0,0.500,99.500,0,0,12950757376,49490468864,267907072,4447170560,0,0,0,0,820,622,0,0,0,120,172,0,3221221376,10,1268,0,1,0
01-10 16:58:16,0.062,0.625,99.313,0,0,12950757376,49490468864,267907072,4447170560,0,0,0,0,366,606,0,0,0,117,153,0,3221221376,10,1268,0,0,0
01-10 16:58:17,0,0.563,99.437,0,0,12950757376,49490468864,267907072,4447170560,0,0,0,0,245,606,0,0,0,100,141,0,3221221376,10,1268,0,0,0
