


"Host:","node-13.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_real.csv",,,,"Date:","01 Oct 2019 16:45:20 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
01-10 16:50:26,0,0.250,99.750,0,0,12630126592,49811488768,267874304,4446814208,0,0,0,0,306,606,0,0,0,104,167,0,3221221376,10,43,0,0,0
01-10 16:50:27,0,0.188,99.812,0,0,12630126592,49811488768,267874304,4446814208,0,606208,0,138,665,606,0,0,0,164,163,0,3221221376,10,43,0,0,0
01-10 16:50:28,0.062,0.187,99.750,0,0,12630122496,49811488768,267874304,4446818304,0,0,0,0,478,852,0,0,0,95,155,0,3221221376,10,43,0,0,0
01-10 16:50:29,0,0.188,99.750,0.062,0,12630122496,49811488768,267874304,4446818304,0,90112,0,8,806,606,0,0,0,113,192,0,3221221376,10,43,0,0,0
01-10 16:50:30,0,0.188,99.812,0,0,12630122496,49811488768,267874304,4446818304,0,0,0,0,186,622,0,0,0,98,159,0,3221221376,10,43,0,0,0
01-10 16:50:31,0,0.250,99.750,0,0,12630122496,49811488768,267874304,4446818304,0,0,0,0,820,606,0,0,0,105,176,0,3221221376,10,43,0,0,0
01-10 16:50:32,0,0.125,99.875,0,0,12630122496,49811488768,267874304,4446818304,0,0,0,0,358,836,0,2,1,86,144,0,3221221376,10,43,0,0,0
01-10 16:50:33,0.062,0.250,99.688,0,0,12630122496,49811488768,267874304,4446818304,0,0,0,0,1062,852,0,0,0,102,160,0,3221221376,10,43,0,0,0
01-10 16:50:34,0,0.188,99.812,0,0,12630122496,49811488768,267874304,4446818304,0,0,0,0,486,606,0,0,0,107,179,0,3221221376,10,43,0,0,0
01-10 16:50:35,0,0.188,99.812,0,0,12630118400,49811488768,267878400,4446818304,0,24576,0,4,305,606,0,0,0,105,175,0,3221221376,10,43,0,0,0
01-10 16:50:36,0.062,0.187,99.750,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,246,682,0,0,0,93,152,0,3221221376,10,43,0,0,0
01-10 16:50:37,0,0.188,99.812,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,365,606,0,0,0,87,142,0,3221221376,10,43,0,0,0
01-10 16:50:38,0,0.188,99.812,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,478,836,0,0,0,111,189,0,3221221376,10,43,0,0,0
01-10 16:50:39,0,0.188,99.812,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,245,606,0,0,0,107,193,0,3221221376,10,43,0,0,0
01-10 16:50:40,0,0.250,99.750,0,0,12630118400,49811488768,267878400,4446818304,0,24576,0,4,366,606,0,0,0,91,154,0,3221221376,10,43,0,0,0
01-10 16:50:41,0,0.125,99.875,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,365,622,0,0,0,90,135,0,3221221376,10,43,0,0,0
01-10 16:50:42,0.062,0.188,99.750,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,306,606,0,0,0,92,153,0,3221221376,10,43,0,0,0
01-10 16:50:43,0,0.188,99.812,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,871,836,0,0,0,107,173,0,3221221376,10,43,0,0,0
01-10 16:50:44,0,0.250,99.750,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,186,606,0,0,0,97,169,0,3221221376,10,43,0,0,0
01-10 16:50:45,0,0.188,99.812,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,880,606,0,0,0,99,153,0,3221221376,10,43,0,0,0
01-10 16:50:46,0,0.188,99.750,0.062,0,12630118400,49811488768,267878400,4446818304,0,24576,0,4,718,836,0,2,1,120,182,0,3221221376,10,43,0,0,0
01-10 16:50:47,0,0.188,99.812,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,485,638,0,0,0,98,163,0,3221221376,10,43,0,0,0
01-10 16:50:48,0.250,0.312,99.438,0,0,12630118400,49811488768,267878400,4446818304,0,0,0,0,30262,29427,0,0,0,159,207,0,3221221376,10,43,0,0,0
01-10 16:50:49,0,0.313,99.687,0,0,12630802432,49810804736,267878400,4446818304,0,0,0,0,1802,2643,0,0,0,193,211,0,3221221376,10,44,0,0,0
01-10 16:50:50,0.062,0.250,99.688,0,0,12629991424,49811615744,267878400,4446818304,0,0,0,0,1179,1307,0,0,0,209,242,0,3221221376,10,43,0,0,0
01-10 16:50:51,0,0.250,99.750,0,0,12629991424,49811615744,267878400,4446818304,0,57344,0,4,545,606,0,0,0,104,177,0,3221221376,10,43,0,0,0
01-10 16:50:52,0,0.188,99.812,0,0,12629991424,49811615744,267878400,4446818304,0,0,0,0,306,622,0,0,0,91,144,0,3221221376,10,43,0,0,0
01-10 16:50:53,24.134,2.583,73.283,0,0,12649385984,49792221184,267878400,4446818304,0,0,0,0,12494067,15610321,1570,1412,1745,24332,26359,0,3221221376,10,185,0,0,0
01-10 16:50:54,69.100,7.992,22.907,0,0,12661899264,49779699712,267878400,4446826496,0,0,0,0,47864234,57444255,6348,4594,6036,86071,100372,0,3221221376,10,243,0,0,0
01-10 16:50:55,76.952,9.016,14.032,0,0,12673744896,49767849984,267878400,4446830592,0,0,0,0,49510901,63453961,6216,4993,6510,88203,95425,0,3221221376,10,243,0,0,0
01-10 16:50:56,75.455,7.847,16.698,0,0,12673687552,49767907328,267878400,4446830592,0,0,0,0,45219612,58913264,5821,4643,5715,80230,90185,0,3221221376,10,245,0,0,0
01-10 16:50:57,77.369,7.232,15.399,0,0,12673552384,49768034304,267878400,4446838784,0,122880,0,8,45839696,58367944,5878,4473,5867,80434,82883,0,3221221376,10,246,0,0,0
01-10 16:50:58,79.373,8.088,12.539,0,0,12674347008,49767239680,267878400,4446838784,0,65536,0,10,51020138,64460294,6244,5229,6079,87967,90308,0,3221221376,10,246,0,0,0
01-10 16:50:59,79.017,7.309,13.674,0,0,12676378624,49765203968,267878400,4446842880,0,0,0,0,50594365,64089045,6039,5035,5984,87451,91701,0,3221221376,10,246,0,0,0
01-10 16:51:00,78.050,7.547,14.403,0,0,12676059136,49765519360,267878400,4446846976,0,0,0,0,53625906,66799273,6647,4632,6352,92781,97891,0,3221221376,10,246,0,0,0
01-10 16:51:01,76.414,7.565,16.020,0,0,12676993024,49764585472,267878400,4446846976,0,0,0,0,54224208,67313889,7138,5292,6288,93568,99934,0,3221221376,10,246,0,0,0
01-10 16:51:02,76.179,8.045,15.776,0,0,12679991296,49761583104,267878400,4446851072,0,131072,0,8,53310280,66425159,6788,5011,6434,90605,95734,0,3221221376,10,246,0,0,0
01-10 16:51:03,77.896,7.827,14.277,0,0,12684201984,49757372416,267878400,4446851072,0,81920,0,20,54375222,67683293,6920,5029,6090,92948,98907,0,3221221376,10,246,0,0,0
01-10 16:51:04,80.013,7.717,12.271,0,0,12686299136,49755271168,267878400,4446855168,0,0,0,0,56129988,69614750,7011,5012,6545,96209,99588,0,3221221376,10,246,0,0,0
01-10 16:51:05,80.063,8.213,11.724,0,0,12687974400,49753595904,267878400,4446855168,0,0,0,0,56814429,70474841,7126,5214,6728,95322,98688,0,3221221376,10,246,0,0,0
01-10 16:51:06,79.711,7.789,12.500,0,0,12687601664,49753964544,267878400,4446859264,0,0,0,0,54874151,67922634,6891,4921,6321,93835,96806,0,3221221376,10,246,0,0,0
01-10 16:51:07,80.249,7.352,12.336,0.062,0,12691345408,49750220800,267878400,4446859264,0,90112,0,6,47907695,60760886,6587,4584,5555,86659,85582,0,3221221376,10,246,0,0,0
01-10 16:51:08,80.482,8.048,11.470,0,0,12691247104,49750315008,267878400,4446863360,0,0,0,0,51333863,64879107,6412,4757,6070,89108,89473,0,3221221376,10,246,0,0,0
01-10 16:51:09,80.503,7.673,11.824,0,0,12692234240,49749323776,267878400,4446867456,0,0,0,0,49733223,62545545,6025,4797,5856,86602,85612,0,3221221376,10,246,0,0,0
01-10 16:51:10,79.887,7.982,12.131,0,0,12692504576,49749053440,267878400,4446867456,0,0,0,0,51301270,64382150,6345,5069,6499,91141,88989,0,3221221376,10,246,0,0,0
01-10 16:51:11,80.353,8.375,11.272,0,0,12694630400,49746923520,267878400,4446871552,0,0,0,0,53353981,65843509,6020,5124,6377,91337,90704,0,3221221376,10,246,0,0,0
01-10 16:51:12,79.235,7.716,13.049,0,0,12695162880,49746391040,267878400,4446871552,0,122880,0,6,48536489,61723746,5968,4606,5808,85187,82843,0,3221221376,10,247,0,0,0
01-10 16:51:13,79.561,7.461,12.978,0,0,12695498752,49746051072,267878400,4446875648,0,0,0,0,51528420,63061892,5972,4872,5749,87847,88086,0,3221221376,10,247,0,0,0
01-10 16:51:14,72.486,7.400,20.114,0,0,12695347200,49746202624,267878400,4446875648,0,0,0,0,48324146,61068622,5631,4900,6080,87593,97192,0,3221221376,10,247,0,0,0
01-10 16:51:15,79.267,8.534,12.200,0,0,12696772608,49744773120,267878400,4446879744,0,0,0,0,52689527,65874229,6504,4860,6260,91098,93839,0,3221221376,10,247,0,0,0
01-10 16:51:16,64.855,6.953,28.192,0,0,12696834048,49744711680,267878400,4446879744,0,0,0,0,44288850,56469957,5495,4374,5457,80336,85988,0,3221221376,10,47,0,0,0
01-10 16:51:17,0,0.188,99.812,0,0,12696961024,49744584704,267878400,4446879744,0,81920,0,6,425,630,0,0,0,95,199,0,3221221376,10,47,0,0,0
01-10 16:51:18,0.062,0.187,99.750,0,0,12696961024,49744584704,267878400,4446879744,0,0,0,0,298,852,0,0,0,96,158,0,3221221376,10,47,0,0,0
01-10 16:51:19,0,0.250,99.750,0,0,12696961024,49744584704,267878400,4446879744,0,0,0,0,981,995,0,2,1,109,183,0,3221221376,10,47,0,0,0
01-10 16:51:20,0.125,0.250,99.625,0,0,12696698880,49744846848,267878400,4446879744,0,0,0,0,306,622,0,0,0,530,367,0,3221221376,10,47,0,0,0
01-10 16:51:21,0.690,0.564,98.746,0,0,12654551040,49786990592,267878400,4446883840,0,0,0,0,365,606,0,0,0,7817,5426,0,3221221376,10,47,0,0,0
01-10 16:51:22,0,0.188,99.812,0,0,12654551040,49786990592,267878400,4446883840,0,0,0,0,528,606,0,0,0,105,184,0,3221221376,10,47,0,0,0
01-10 16:51:23,0,0.188,99.750,0.062,0,12654542848,49786990592,267882496,4446887936,0,98304,0,10,657,836,0,0,0,112,179,0,3221221376,10,47,0,0,0
01-10 16:51:24,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,344064,0,80,486,622,0,0,0,126,149,0,3221221376,10,47,0,0,0
01-10 16:51:25,0.062,0.187,99.750,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,425,622,0,0,0,88,147,0,3221221376,10,47,0,0,0
01-10 16:51:26,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,486,606,0,0,0,101,168,0,3221221376,10,47,0,0,0
01-10 16:51:27,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,545,710,0,0,0,111,188,0,3221221376,10,47,0,0,0
01-10 16:51:28,0.062,0.188,99.750,0,0,12654542848,49786990592,267882496,4446887936,0,24576,0,4,358,896,0,0,0,90,155,0,3221221376,10,47,0,0,0
01-10 16:51:29,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,57344,0,8,725,622,0,0,0,104,146,0,3221221376,10,47,0,0,0
01-10 16:51:30,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,66,622,0,0,0,90,152,0,3221221376,10,47,0,0,0
01-10 16:51:31,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,365,606,0,0,0,97,163,0,3221221376,10,47,0,0,0
01-10 16:51:32,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,739,836,0,2,1,102,174,0,3221221376,10,47,0,0,0
01-10 16:51:33,0,0.250,99.750,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,1344,852,0,0,0,104,159,0,3221221376,10,47,0,0,0
01-10 16:51:34,0.063,0.125,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,32768,0,4,186,606,0,0,0,98,168,0,3221221376,10,47,0,0,0
01-10 16:51:35,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,940,622,0,0,0,112,176,0,3221221376,10,47,0,0,0
01-10 16:51:36,0,0.250,99.750,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,306,606,0,0,0,91,147,0,3221221376,10,47,0,0,0
01-10 16:51:37,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,365,606,0,0,0,109,163,0,3221221376,10,47,0,0,0
01-10 16:51:38,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,658,836,0,0,0,104,155,0,3221221376,10,47,0,0,0
01-10 16:51:39,0,0.188,99.750,0.062,0,12654542848,49786990592,267882496,4446887936,0,122880,0,28,827,606,0,0,0,117,175,0,3221221376,10,47,0,0,0
01-10 16:51:40,0,0.250,99.750,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,186,622,0,0,0,92,143,0,3221221376,10,47,0,0,0
01-10 16:51:41,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,365,606,0,0,0,87,139,0,3221221376,10,47,0,0,0
01-10 16:51:42,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,486,606,0,0,0,106,179,0,3221221376,10,47,0,0,0
01-10 16:51:43,0.062,0.188,99.750,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,477,836,0,0,0,95,157,0,3221221376,10,47,0,0,0
01-10 16:51:44,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,246,606,0,0,0,85,139,0,3221221376,10,47,0,0,0
01-10 16:51:45,0,0.250,99.750,0,0,12654542848,49786990592,267882496,4446887936,0,24576,0,4,245,708,0,0,0,96,159,0,3221221376,10,47,0,0,0
01-10 16:51:46,0.063,0.125,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,784,1950,0,2,1,109,165,0,3221221376,10,47,0,0,0
01-10 16:51:47,0,0.250,99.750,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,699,622,0,0,0,114,194,0,3221221376,10,47,0,0,0
01-10 16:51:48,0,0.188,99.812,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,418,836,0,0,0,86,145,0,3221221376,10,47,0,0,0
01-10 16:51:49,0.063,0.313,99.625,0,0,12654542848,49786990592,267882496,4446887936,0,0,0,0,18069,13653,0,0,0,113,162,0,3221221376,10,47,0,0,0
01-10 16:51:50,0.187,0.250,99.500,0.062,0,12654542848,49786990592,267882496,4446887936,0,73728,0,8,12661,16151,0,0,0,150,218,0,3221221376,10,47,0,0,0
01-10 16:51:51,0,0.188,99.812,0,0,12654538752,49786990592,267882496,4446892032,0,0,0,0,605,622,0,0,0,108,164,0,3221221376,10,47,0,0,0
01-10 16:51:52,0,0.188,99.812,0,0,12654538752,49786990592,267882496,4446892032,0,0,0,0,306,606,0,0,0,96,165,0,3221221376,10,47,0,0,0
01-10 16:51:53,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,527,672,0,0,0,94,151,0,3221221376,10,47,0,0,0
01-10 16:51:54,0.062,0.187,99.750,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,358,836,0,0,0,94,157,0,3221221376,10,47,0,0,0
01-10 16:51:55,0.062,0.188,99.750,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,922,606,0,0,0,111,179,0,3221221376,10,47,0,0,0
01-10 16:51:56,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,65536,0,6,66,606,0,0,0,98,160,0,3221221376,10,47,0,0,0
01-10 16:51:57,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,2163,622,0,0,0,123,185,0,3221221376,10,47,0,0,0
01-10 16:51:58,0.062,0.188,99.750,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,426,606,0,0,0,108,181,0,3221221376,10,47,0,0,0
01-10 16:51:59,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,829,1066,0,2,1,106,171,0,3221221376,10,47,0,0,0
01-10 16:52:00,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,40960,0,8,246,622,0,0,0,92,146,0,3221221376,10,47,0,0,0
01-10 16:52:01,0.063,0.125,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,32768,0,4,580,622,0,0,0,91,159,0,3221221376,10,47,0,0,0
01-10 16:52:02,0,0.250,99.750,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,426,622,0,0,0,108,172,0,3221221376,10,47,0,0,0
01-10 16:52:03,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,1105,606,0,0,0,113,181,0,3221221376,10,47,0,0,0
01-10 16:52:04,0.062,0.187,99.750,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,753,836,0,0,0,92,147,0,3221221376,10,47,0,0,0
01-10 16:52:05,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,605,606,0,0,0,90,143,0,3221221376,10,47,0,0,0
01-10 16:52:06,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,246,606,0,0,0,97,164,0,3221221376,10,47,0,0,0
01-10 16:52:07,0,0.188,99.750,0.062,0,12654534656,49786990592,267882496,4446896128,0,24576,0,4,365,606,0,0,0,117,197,0,3221221376,10,47,0,0,0
01-10 16:52:08,0.062,0.188,99.750,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,366,622,0,0,0,114,158,0,3221221376,10,47,0,0,0
01-10 16:52:09,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,717,836,0,0,0,94,145,0,3221221376,10,47,0,0,0
01-10 16:52:10,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,49152,0,12,486,606,0,0,0,102,159,0,3221221376,10,47,0,0,0
01-10 16:52:11,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,245,622,0,0,0,94,160,0,3221221376,10,47,0,0,0
01-10 16:52:12,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,24576,0,4,1035,606,0,0,0,114,189,0,3221221376,10,47,0,0,0
01-10 16:52:13,0,0.250,99.750,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,537,852,0,2,1,95,143,0,3221221376,10,47,0,0,0
01-10 16:52:14,0.062,0.125,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,838,852,0,0,0,105,161,0,3221221376,10,47,0,0,0
01-10 16:52:15,0,0.188,99.812,0,0,12654534656,49786990592,267882496,4446896128,0,0,0,0,760,606,0,0,0,102,167,0,3221221376,10,47,0,0,0
01-10 16:52:16,0,0.250,99.750,0,0,12654501888,49787023360,267882496,4446896128,0,0,0,0,306,606,0,0,0,108,191,0,3221221376,10,47,0,0,0
01-10 16:52:17,0,0.188,99.812,0,0,12654501888,49787023360,267882496,4446896128,0,0,0,0,760,606,0,0,0,103,172,0,3221221376,10,47,0,0,0
01-10 16:52:18,0.062,0.188,99.750,0,0,12654501888,49787023360,267882496,4446896128,0,32768,0,4,426,606,0,0,0,103,165,0,3221221376,10,47,0,0,0
01-10 16:52:19,0,0.188,99.812,0,0,12654501888,49787023360,267882496,4446896128,0,0,0,0,1093,1241,0,2,1,122,173,0,3221221376,10,47,0,0,0
01-10 16:52:20,0.062,0.187,99.750,0,0,12654501888,49787023360,267882496,4446896128,0,0,0,0,306,622,0,0,0,103,139,0,3221221376,10,47,0,0,0
01-10 16:52:21,26.289,3.082,70.629,0,0,12680372224,49761144832,267882496,4446904320,0,0,0,0,16065393,18330658,2559,2019,2399,34754,49620,0,3221221376,10,190,0,0,0
01-10 16:52:22,43.699,5.383,50.918,0,0,12680851456,49760665600,267882496,4446904320,0,0,0,0,26455252,30565091,4044,3334,4312,58972,71418,0,3221221376,10,190,0,0,0
01-10 16:52:23,34.865,3.839,61.233,0.063,0,12681596928,49759911936,267886592,4446908416,0,147456,0,10,21866467,25288373,3564,2662,3688,49324,62278,0,3221221376,10,194,0,0,0
01-10 16:52:24,56.873,6.557,36.570,0,0,12682293248,49759215616,267886592,4446908416,0,0,0,0,35594950,41546177,5245,4354,5381,76000,87864,0,3221221376,10,196,0,0,0
01-10 16:52:25,46.709,6.139,47.152,0,0,12682534912,49758969856,267886592,4446912512,0,0,0,0,29530957,34330743,4527,3729,4430,63561,77506,0,3221221376,10,200,0,0,0
01-10 16:52:26,51.176,6.357,42.467,0,0,12674621440,49766883328,267886592,4446912512,0,0,0,0,37130084,43654774,5736,4819,6103,89577,109723,0,3221221376,10,200,0,0,0
01-10 16:52:27,45.344,5.867,48.788,0,0,12674662400,49766842368,267886592,4446912512,0,0,0,0,31149017,36391844,4930,3939,4591,67168,84911,0,3221221376,10,200,0,0,0
01-10 16:52:28,46.509,6.598,46.893,0,0,12673679360,49767825408,267886592,4446912512,0,0,0,0,31431134,36697274,5249,3921,5035,69897,88398,0,3221221376,10,200,0,0,0
01-10 16:52:29,53.900,6.341,39.759,0,0,12676755456,49764741120,267890688,4446916608,0,73728,0,6,35998875,42466766,5867,4524,5633,77759,95728,0,3221221376,10,200,0,0,0
01-10 16:52:30,40.986,5.240,53.774,0,0,12672397312,49769099264,267890688,4446916608,0,40960,0,4,28186810,32868480,4612,3556,4519,66650,86401,0,3221221376,10,200,0,0,0
01-10 16:52:31,47.352,5.422,47.226,0,0,12669829120,49771667456,267890688,4446916608,0,0,0,0,32608933,38404122,5378,4047,4878,70242,86720,0,3221221376,10,200,0,0,0
01-10 16:52:32,49.844,6.036,44.119,0,0,12668919808,49772576768,267890688,4446916608,0,0,0,0,32978682,38464934,5316,4217,5120,73134,86491,0,3221221376,10,210,0,0,0
01-10 16:52:33,46.671,5.897,47.432,0,0,12682547200,49758945280,267890688,4446920704,0,0,0,0,34108118,39326499,5228,4354,5281,72606,95834,0,3221221376,10,211,0,0,0
01-10 16:52:34,50.840,6.285,42.875,0,0,12683538432,49757949952,267890688,4446924800,0,90112,0,6,34781314,40519325,5697,4382,5491,74374,89661,0,3221221376,10,211,0,0,0
01-10 16:52:35,45.865,6.203,47.932,0,0,12683276288,49758212096,267890688,4446924800,0,16384,0,4,31911226,37219380,4998,4115,5277,70814,89877,0,3221221376,10,211,0,0,0
01-10 16:52:36,51.161,6.717,42.122,0,0,12684701696,49756786688,267890688,4446924800,0,0,0,0,36196092,42468070,5661,4474,5379,77710,94413,0,3221221376,10,211,0,0,0
01-10 16:52:37,46.738,5.772,47.491,0,0,12684767232,49756721152,267890688,4446924800,0,0,0,0,31134601,36094220,5079,3835,5109,67681,84374,0,3221221376,10,211,0,0,0
01-10 16:52:38,50,6.289,43.711,0,0,12680290304,49761193984,267890688,4446928896,0,0,0,0,33859604,39504663,5090,4301,5321,81655,91256,0,3221221376,10,211,0,0,0
01-10 16:52:39,43.108,5.514,51.316,0.063,0,12679565312,49761918976,267890688,4446928896,0,81920,0,6,29190436,33359688,4863,3372,4502,63898,82892,0,3221221376,10,211,0,0,0
01-10 16:52:40,50.901,6.435,42.664,0,0,12680957952,49760526336,267890688,4446928896,0,0,0,0,36899582,42791541,5765,4702,5657,79510,101230,0,3221221376,10,211,0,0,0
01-10 16:52:41,52.025,6.791,41.184,0,0,12682530816,49758949376,267890688,4446932992,0,0,0,0,34596593,40575384,5495,4368,5292,73618,90556,0,3221221376,10,211,0,0,0
01-10 16:52:42,51.181,6.892,41.927,0,0,12681515008,49759965184,267890688,4446932992,0,0,0,0,35234378,40956111,5379,4100,5509,74315,85706,0,3221221376,10,211,0,0,0
01-10 16:52:43,58.297,7.003,34.700,0,0,12679991296,49761488896,267890688,4446932992,0,0,0,0,38253467,44279860,6047,4666,5721,82716,94675,0,3221221376,10,211,0,0,0
01-10 16:52:44,16.699,2.294,81.007,0,0,12679925760,49761554432,267890688,4446932992,0,0,0,0,12842824,14886522,2052,1487,1995,27921,35952,0,3221221376,10,211,0,0,0
01-10 16:52:45,0.063,0.313,99.625,0,0,12677185536,49764294656,267890688,4446932992,0,73728,0,6,545,630,0,0,0,1311,938,0,3221221376,10,211,0,0,0
01-10 16:52:46,0,0.312,99.688,0,0,12677189632,49764286464,267890688,4446937088,0,49152,0,12,1122,1080,0,1,1,156,216,0,3221221376,10,211,0,0,0
01-10 16:52:47,0,0.250,99.750,0,0,12677062656,49764413440,267890688,4446937088,0,0,0,0,425,638,0,0,0,108,189,0,3221221376,10,211,0,0,0
01-10 16:52:48,0.063,0.375,99.562,0,0,12671709184,49769762816,267890688,4446941184,0,0,0,0,510,804,0,0,0,1642,1197,0,3221221376,10,210,0,0,0
01-10 16:52:49,0.125,0.375,99.500,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,417,836,0,0,0,1085,833,0,3221221376,10,210,0,0,0
01-10 16:52:50,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,106496,0,10,426,666,0,0,0,105,168,0,3221221376,10,210,0,0,0
01-10 16:52:51,0.562,0.375,99.062,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,30309,29429,0,0,0,202,278,0,3221221376,10,211,0,0,0
01-10 16:52:52,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,460,606,0,0,0,88,149,0,3221221376,10,211,0,0,0
01-10 16:52:53,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,425,606,0,0,0,87,143,0,3221221376,10,211,0,0,0
01-10 16:52:54,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,813,896,0,0,0,104,165,0,3221221376,10,211,0,0,0
01-10 16:52:55,0,0.312,99.688,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,305,606,0,0,0,97,163,0,3221221376,10,211,0,0,0
01-10 16:52:56,0,0.250,99.688,0.062,0,12666003456,49775468544,267890688,4446941184,0,32768,0,4,424,1048,0,0,0,129,211,0,3221221376,10,210,0,1,0
01-10 16:52:57,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,915,1064,0,0,0,96,152,0,3221221376,10,209,0,2,0
01-10 16:52:58,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,246,606,0,0,0,93,157,0,3221221376,10,209,0,2,0
01-10 16:52:59,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,769,1066,0,2,1,110,173,0,3221221376,10,209,0,2,0
01-10 16:53:00,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,581,622,0,0,0,90,145,0,3221221376,10,209,0,2,0
01-10 16:53:01,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,73728,0,8,485,606,0,0,0,112,185,0,3221221376,10,209,0,2,0
01-10 16:53:02,0,0.312,99.688,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,306,622,0,0,0,114,157,0,3221221376,10,209,0,2,0
01-10 16:53:03,0,0.250,99.750,0,0,12666003456,49775468544,267890688,4446941184,0,0,0,0,830,606,0,0,0,131,171,0,3221221376,10,209,0,2,0
