


"Host:","node-32.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_real.csv",,,,"Date:","01 Oct 2019 16:45:28 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
01-10 16:50:38,0,0.125,99.875,0,0,986570752,65636921344,83152896,599826432,0,0,0,0,365,606,0,0,0,83,141,0,3221221376,10,9,0,637,3
01-10 16:50:39,0.062,0.125,99.812,0,0,986570752,65636921344,83152896,599826432,0,0,0,0,298,836,0,0,0,100,172,0,3221221376,10,9,0,637,3
01-10 16:50:40,1.876,0.625,97.436,0.063,0,989331456,65634156544,83156992,599826432,0,73728,0,12,4476,4519,0,0,0,916,691,0,3221221376,10,10,0,637,3
01-10 16:50:41,0.063,0.313,99.625,0,0,986918912,65636564992,83156992,599838720,0,0,0,0,16300,4225,0,0,0,319,557,0,3221221376,10,9,0,637,3
01-10 16:50:42,1.880,0.439,97.682,0,0,987947008,65635536896,83156992,599838720,0,0,0,0,21928,5355,0,0,0,995,751,0,3221221376,10,10,0,637,3
01-10 16:50:43,2.001,0.813,97.186,0,0,988491776,65641197568,83156992,593625088,0,0,0,0,9653,6388,0,0,0,1136,987,0,3221221376,10,10,0,637,3
01-10 16:50:44,1.500,0.688,97.812,0,0,987639808,65642086400,83156992,593596416,0,0,0,0,6346,5968,0,0,0,1051,895,0,3221221376,10,10,0,637,3
01-10 16:50:45,0.063,0.250,99.687,0,0,986263552,65643454464,83165184,593588224,0,2088960,0,354,1411,1527,0,0,0,387,404,0,3221221376,10,9,0,637,3
01-10 16:50:46,12.695,6.379,80.926,0,0,1095245824,65534472192,83165184,593588224,0,0,0,0,5700,5732,0,0,0,1587,358394,0,3221221376,10,9,0,637,3
01-10 16:50:47,87.249,9.673,3.078,0,0,1718161408,64911527936,83165184,593625088,0,0,0,0,492,708,0,0,0,5580,464357,0,3221221376,10,9,0,637,3
01-10 16:50:48,36.704,1.561,61.735,0,0,2028191744,64601477120,83165184,593645568,0,0,0,0,629,1314,0,0,0,2025,3310,0,3221221376,10,9,0,637,3
01-10 16:50:49,0,0.063,99.937,0,0,2028191744,64601477120,83165184,593645568,0,0,0,0,358,836,0,0,0,79,143,0,3221221376,10,9,0,638,3
01-10 16:50:50,0.187,0.187,99.563,0.062,0,2029940736,64599728128,83169280,593641472,0,1253376,0,228,2141,2485,0,0,0,281,189,0,3221221376,10,10,0,637,3
01-10 16:50:51,0,0.188,99.812,0,0,2029936640,64599728128,83169280,593645568,0,0,0,0,836,1536,0,0,0,107,177,0,3221221376,10,10,0,637,3
01-10 16:50:52,0.062,0.125,99.812,0,0,2029936640,64599728128,83169280,593645568,0,0,0,0,809,1098,0,0,0,88,137,0,3221221376,10,10,0,637,3
01-10 16:50:53,16.188,3.062,80.750,0,0,2065051648,64564592640,83169280,593666048,0,0,0,0,50355550,25919730,961,830,1062,17334,39128,0,3221221376,10,806,3,637,3
01-10 16:50:54,25.347,2.837,71.816,0,0,2078539776,64551043072,83169280,593694720,0,0,0,0,101451184,51580330,1506,1316,1616,26186,35154,0,3221221376,10,809,0,637,3
01-10 16:50:55,25.157,3.208,71.635,0,0,2083364864,64546217984,83169280,593694720,0,106496,0,10,102734977,52224981,1542,1340,1555,27295,34198,0,3221221376,10,809,0,637,3
01-10 16:50:56,24.637,3.285,72.078,0,0,2087272448,64542306304,83173376,593694720,0,106496,0,4,100693584,51184764,1438,1369,1577,26963,35451,0,3221221376,10,809,0,637,3
01-10 16:50:57,25.705,3.824,70.470,0,0,2090569728,64539009024,83173376,593694720,0,0,0,0,106419118,54107356,1584,1490,1701,28542,35875,0,3221221376,10,809,0,637,3
01-10 16:50:58,26.998,2.769,70.233,0,0,2093715456,64535863296,83173376,593694720,0,0,0,0,108154593,54992677,1596,1457,1686,28950,37308,0,3221221376,10,809,0,0,2
01-10 16:50:59,25.556,3.115,71.329,0,0,2096001024,64533577728,83173376,593694720,0,0,0,0,107355720,54586385,1604,1409,1579,28689,37173,0,3221221376,10,809,0,0,2
01-10 16:51:00,25.573,3.053,71.374,0,0,2098253824,64531324928,83173376,593694720,0,0,0,0,107319696,54542220,1510,1469,1646,28485,36400,0,3221221376,10,809,0,0,2
01-10 16:51:01,24.378,3.382,72.240,0,0,2100338688,64529231872,83181568,593694720,0,24576,0,4,104025916,52875842,1491,1386,1573,27730,35238,0,3221221376,10,809,0,0,2
01-10 16:51:02,24.634,2.992,72.374,0,0,2102210560,64527360000,83181568,593694720,0,0,0,0,102826537,52261489,1443,1430,1576,27324,36767,0,3221221376,10,809,0,0,1
01-10 16:51:03,26.219,3.167,70.614,0,0,2104053760,64525516800,83181568,593694720,0,0,0,0,109307984,55577328,1601,1560,1774,29245,38467,0,3221221376,10,809,0,0,1
01-10 16:51:04,24.889,3.810,71.302,0,0,2106310656,64523259904,83181568,593694720,0,0,0,0,107203607,54501957,1543,1558,1584,29128,37412,0,3221221376,10,809,0,0,0
01-10 16:51:05,25.739,3.713,70.548,0,0,2107551744,64522018816,83181568,593694720,0,0,0,0,108808286,55306389,1517,1450,1720,29382,36582,0,3221221376,10,809,0,0,0
01-10 16:51:06,25.424,3.515,71.061,0,0,2109317120,64520249344,83181568,593698816,0,0,0,0,104044497,52884743,1446,1409,1609,28287,35215,0,3221221376,10,809,0,0,0
01-10 16:51:07,26.177,2.950,70.810,0.063,0,2110304256,64519262208,83181568,593698816,0,73728,0,8,105430493,53590474,1525,1373,1575,28207,34487,0,3221221376,10,809,0,0,0
01-10 16:51:08,25.551,3.147,71.303,0,0,2111639552,64517926912,83181568,593698816,0,0,0,0,102849133,52288081,1480,1390,1697,27572,34555,0,3221221376,10,809,0,0,0
01-10 16:51:09,25.683,2.988,71.329,0,0,2112585728,64516980736,83181568,593698816,0,0,0,0,107422138,54608495,1499,1454,1635,28536,35418,0,3221221376,10,809,0,0,0
01-10 16:51:10,25.425,3.272,71.303,0,0,2113859584,64515706880,83181568,593698816,0,0,0,0,103182133,52436430,1418,1333,1504,27374,36386,0,3221221376,10,809,0,0,0
01-10 16:51:11,25.778,2.540,71.683,0,0,2115158016,64514408448,83181568,593698816,0,24576,0,6,104546456,53137635,1532,1380,1645,27926,35037,0,3221221376,10,809,0,0,0
01-10 16:51:12,25.875,3.438,70.688,0,0,2116526080,64513040384,83181568,593698816,0,0,0,0,105402524,53557749,1540,1391,1581,27687,34817,0,3221221376,10,809,0,0,0
01-10 16:51:13,26.128,2.861,71.011,0,0,2117820416,64511361024,83185664,594079744,0,32768,0,4,105768263,53745495,1493,1393,1661,28229,37854,0,3221221376,10,809,0,0,0
01-10 16:51:14,28.301,3.032,68.667,0,0,2118991872,64508760064,83185664,595509248,0,0,0,0,102022301,51869001,1499,1403,1589,27726,38682,0,3221221376,10,809,0,0,0
01-10 16:51:15,28.526,3.163,68.311,0,0,2121256960,64505008128,83185664,596996096,0,0,0,0,106793252,54297938,1590,1259,1673,29054,39762,0,3221221376,10,809,0,0,0
01-10 16:51:16,16.730,1.761,81.509,0,0,2095955968,64529539072,83185664,597766144,0,8421376,0,232,59503551,30138623,909,842,979,18971,26872,0,3221221376,10,11,0,797,1
01-10 16:51:17,0,0.250,99.750,0,0,2095599616,64529891328,83185664,597770240,0,0,0,0,306,646,0,0,0,87,152,0,3221221376,10,11,0,797,1
01-10 16:51:18,0.062,0.125,99.812,0,0,2095599616,64529891328,83185664,597770240,0,0,0,0,365,606,0,0,0,98,173,0,3221221376,10,11,0,797,1
01-10 16:51:19,0.062,0.187,99.688,0.062,0,2095722496,64529760256,83193856,597770240,0,835584,0,6,538,836,0,0,0,123,199,0,3221221376,10,11,0,797,1
01-10 16:51:20,0.062,0.125,99.812,0,0,2095722496,64529760256,83193856,597770240,0,0,0,0,305,622,0,0,0,86,143,0,3221221376,10,11,0,797,1
01-10 16:51:21,0.063,0.125,99.812,0,0,2095722496,64529760256,83193856,597770240,0,0,0,0,306,606,0,0,0,88,147,0,3221221376,10,11,0,797,1
01-10 16:51:22,0.062,0.125,99.812,0,0,2095722496,64529760256,83193856,597770240,0,0,0,0,759,836,0,0,0,98,162,0,3221221376,10,11,0,797,1
01-10 16:51:23,0.062,0.188,99.750,0,0,2095722496,64529760256,83193856,597770240,0,0,0,0,366,606,0,0,0,123,212,0,3221221376,10,11,0,797,1
01-10 16:51:24,0.062,0.125,99.812,0,0,2095722496,64529760256,83193856,597770240,0,0,0,0,665,606,0,0,0,94,151,0,3221221376,10,11,0,797,1
01-10 16:51:25,0.063,0.125,99.812,0,0,2095714304,64529760256,83202048,597770240,0,24576,0,4,478,836,0,0,0,99,161,0,3221221376,10,11,0,797,1
01-10 16:51:26,8.671,1.747,89.582,0,0,1059098624,65561014272,83202048,603095040,0,0,0,0,1814,2089,0,0,0,940,350,0,3221221376,10,12,0,797,1
01-10 16:51:27,0.063,0.188,99.750,0,0,1057153024,65562128384,83202048,603914240,0,0,0,0,1132,2020,0,0,0,254,285,0,3221221376,10,11,0,797,1
01-10 16:51:28,0.062,0.125,99.812,0,0,1056776192,65562505216,83202048,603914240,0,0,0,0,497,738,1,0,0,114,196,0,3221221376,10,10,0,797,2
01-10 16:51:29,0.125,0.125,99.750,0,0,1056768000,65562513408,83202048,603914240,0,0,0,0,658,844,0,0,0,94,153,0,3221221376,10,10,0,797,2
01-10 16:51:30,0,0.125,99.875,0,0,1056768000,65562513408,83202048,603914240,0,0,0,0,528,606,0,0,0,90,162,0,3221221376,10,10,0,797,2
01-10 16:51:31,0.125,0.187,99.625,0.062,0,1056825344,65562451968,83202048,603914240,0,12623872,0,124,306,606,0,0,0,178,208,0,3221221376,10,10,0,797,2
01-10 16:51:32,0,0.125,99.875,0,0,1056817152,65562460160,83202048,603914240,0,0,0,0,1140,852,0,0,0,103,164,0,3221221376,10,10,0,797,2
01-10 16:51:33,0.062,0.188,99.750,0,0,1056813056,65562460160,83202048,603918336,0,0,0,0,366,606,0,0,0,108,180,0,3221221376,10,10,0,797,2
01-10 16:51:34,0.062,0.125,99.812,0,0,1056813056,65562460160,83202048,603918336,0,0,0,0,305,606,0,0,0,85,145,0,3221221376,10,10,0,797,2
01-10 16:51:35,0.375,0.250,99.375,0,0,988139520,65631133696,83206144,603914240,0,0,0,0,1245,1080,0,0,0,201,313,0,3221221376,10,9,0,797,3
01-10 16:51:36,0,0.125,99.875,0,0,987037696,65631838208,83206144,604295168,0,0,0,0,425,606,0,0,0,110,179,0,3221221376,10,9,0,797,3
01-10 16:51:37,0.062,0.188,99.750,0,0,987095040,65631772672,83214336,604295168,0,933888,0,16,186,606,0,0,0,93,153,0,3221221376,10,9,0,797,3
01-10 16:51:38,0.062,0.125,99.812,0,0,987095040,65631772672,83214336,604295168,0,0,0,0,545,622,0,0,0,104,177,0,3221221376,10,9,0,797,3
01-10 16:51:39,0.063,0.125,99.812,0,0,987095040,65631772672,83214336,604295168,0,0,0,0,940,836,0,0,0,131,209,0,3221221376,10,9,0,797,3
01-10 16:51:40,0.250,0.187,99.563,0,0,987779072,65631088640,83214336,604295168,0,0,0,0,2264,3852,0,0,0,176,180,0,3221221376,10,10,0,797,3
01-10 16:51:41,1.316,0.627,98.058,0,0,988528640,65630339072,83214336,604303360,0,0,0,0,6476,125570,0,0,0,879,739,0,3221221376,10,10,0,797,3
01-10 16:51:42,0.062,0.250,99.688,0,0,988131328,65630736384,83214336,604303360,0,0,0,0,25083,730110,0,0,0,560,232,0,3221221376,10,10,0,797,3
01-10 16:51:43,0.188,0.250,99.562,0,0,988143616,65630720000,83218432,604303360,0,81920,0,4,58816,1702412,0,0,0,1299,497,0,3221221376,10,10,0,797,3
01-10 16:51:44,0.313,0.188,99.499,0,0,988327936,65630535680,83218432,604303360,0,0,0,0,97691,2820196,0,0,0,1932,616,0,3221221376,10,10,0,797,3
01-10 16:51:45,0.188,0.250,99.562,0,0,987447296,65631416320,83218432,604303360,0,0,0,0,69608,1438897,0,0,0,1331,568,0,3221221376,10,9,0,797,3
01-10 16:51:46,0.063,0.125,99.812,0,0,986734592,65632129024,83218432,604295168,0,24576,0,6,545,606,0,0,0,93,163,0,3221221376,10,9,0,797,3
01-10 16:51:47,0.062,0.125,99.812,0,0,986734592,65632129024,83218432,604295168,0,0,0,0,520,622,0,0,0,120,187,0,3221221376,10,9,0,797,3
01-10 16:51:48,0.125,0.125,99.688,0.062,0,986726400,65632129024,83226624,604295168,0,106496,0,4,485,606,0,0,0,128,191,0,3221221376,10,9,0,797,3
01-10 16:51:49,0.063,0.125,99.812,0,0,986726400,65632129024,83226624,604295168,0,0,0,0,298,852,0,0,0,104,150,0,3221221376,10,9,0,797,3
01-10 16:51:50,0.062,0.125,99.812,0,0,986726400,65632129024,83226624,604295168,0,0,0,0,880,606,0,0,0,113,178,0,3221221376,10,9,0,797,3
01-10 16:51:51,1.312,0.688,98,0,0,992952320,65625903104,83226624,604303360,0,0,0,0,4351,3827,0,0,0,727,634,0,3221221376,10,10,0,797,3
01-10 16:51:52,0.188,0.312,99.500,0,0,986091520,65636929536,83226624,600129536,0,327680,0,68,1821,2807,0,0,0,445,459,0,3221221376,10,9,0,797,3
01-10 16:51:53,0,0.125,99.875,0,0,986075136,65636945920,83226624,600129536,0,0,0,0,450,1720,0,0,0,104,198,0,3221221376,10,9,0,797,3
01-10 16:51:54,0.063,0.125,99.812,0,0,986062848,65636945920,83238912,600129536,0,262144,0,10,305,606,0,0,0,98,166,0,3221221376,10,9,0,797,3
01-10 16:51:55,0.125,0.187,99.688,0,0,986062848,65636945920,83238912,600129536,0,0,0,0,915,852,0,0,0,119,201,0,3221221376,10,9,0,797,3
01-10 16:51:56,0.062,0.125,99.812,0,0,986062848,65636945920,83238912,600129536,0,0,0,0,245,606,0,0,0,86,143,0,3221221376,10,9,0,797,3
01-10 16:51:57,0.063,0.125,99.812,0,0,986062848,65636945920,83238912,600129536,0,0,0,0,2104,606,0,0,0,113,174,0,3221221376,10,9,0,797,3
01-10 16:51:58,0.062,0.125,99.812,0,0,986062848,65636945920,83238912,600129536,0,0,0,0,425,606,0,0,0,99,167,0,3221221376,10,9,0,797,3
01-10 16:51:59,0.063,0.125,99.812,0,0,986062848,65636945920,83238912,600129536,0,0,0,0,538,836,0,0,0,110,187,0,3221221376,10,9,0,797,3
01-10 16:52:00,0.062,0.187,99.688,0.062,0,986062848,65636945920,83247104,600121344,0,24576,0,4,708,606,0,0,0,106,169,0,3221221376,10,9,0,797,3
01-10 16:52:01,0.062,0.125,99.812,0,0,986054656,65636945920,83247104,600129536,0,0,0,0,641,622,0,0,0,93,153,0,3221221376,10,9,0,797,3
01-10 16:52:02,0.063,0.125,99.812,0,0,985956352,65637044224,83247104,600129536,0,1032192,0,204,717,836,0,0,0,179,159,0,3221221376,10,9,0,797,3
01-10 16:52:03,0.063,0.125,99.812,0,0,985952256,65637044224,83247104,600133632,0,0,0,0,581,726,0,0,0,132,219,0,3221221376,10,9,0,797,3
01-10 16:52:04,0.062,0.187,99.750,0,0,985944064,65637052416,83247104,600133632,0,0,0,0,820,606,0,0,0,93,154,0,3221221376,10,9,0,797,3
01-10 16:52:05,0.062,0.125,99.812,0,0,985944064,65637052416,83247104,600133632,0,0,0,0,418,836,0,0,0,88,148,0,3221221376,10,9,0,797,3
01-10 16:52:06,0.063,0.125,99.812,0,0,985939968,65637052416,83251200,600133632,0,65536,0,6,485,606,0,0,0,99,159,0,3221221376,10,9,0,797,3
01-10 16:52:07,0.063,0.125,99.812,0,0,985939968,65637052416,83251200,600133632,0,0,0,0,306,622,0,0,0,106,187,0,3221221376,10,9,0,797,3
01-10 16:52:08,2.004,0.501,97.495,0,0,988106752,65634885632,83251200,600141824,0,0,0,0,6714,5233,0,0,0,1003,793,0,3221221376,10,10,0,797,3
01-10 16:52:09,0.125,0.187,99.688,0,0,988090368,65634902016,83251200,600141824,0,0,0,0,17888,3698,0,0,0,209,330,0,3221221376,10,10,0,797,3
01-10 16:52:10,0.501,0.438,99.061,0,0,990920704,65632071680,83251200,600141824,0,0,0,0,6212,5320,0,0,0,594,678,0,3221221376,10,10,0,797,3
01-10 16:52:11,1.254,0.627,98.119,0,0,987570176,65635422208,83251200,600137728,0,0,0,0,26188,6178,0,0,0,920,946,0,3221221376,10,10,0,797,3
01-10 16:52:12,2.062,0.812,97.125,0,0,991756288,65637765120,83255296,593612800,0,2129920,0,418,6262,6124,0,0,0,1520,983,0,3221221376,10,10,0,797,3
01-10 16:52:13,1.064,0.438,98.498,0,0,986492928,65643028480,83255296,593612800,0,0,0,0,2334,2853,0,0,0,686,668,0,3221221376,10,9,0,797,3
01-10 16:52:14,0.812,0.437,98.751,0,0,991670272,65637851136,83255296,593612800,0,0,0,0,4590,3827,0,0,0,536,482,0,3221221376,10,10,0,797,3
01-10 16:52:15,53.096,19.637,27.267,0,0,1302384640,65327132672,83255296,593620992,0,0,0,0,2163,2725,0,0,0,5308,1370829,0,3221221376,10,9,0,797,3
01-10 16:52:16,13.517,0.688,85.795,0,0,1385943040,65243566080,83255296,593629184,0,0,0,0,491,708,0,0,0,955,1740,0,3221221376,10,9,0,3,2
01-10 16:52:17,0,0.063,99.875,0.063,0,1385938944,65243566080,83259392,593629184,0,360448,0,22,641,606,0,0,0,102,169,0,3221221376,10,9,0,3,2
01-10 16:52:18,0,0,100,0,0,1385938944,65243566080,83259392,593629184,0,0,0,0,545,622,0,0,0,100,172,0,3221221376,10,9,0,0,2
01-10 16:52:19,0.062,0.062,99.875,0,0,1385938944,65243566080,83259392,593629184,0,0,0,0,478,836,0,0,0,103,183,0,3221221376,10,9,0,0,2
01-10 16:52:20,0,0.063,99.937,0,0,1385938944,65243566080,83259392,593629184,0,0,0,0,425,606,0,0,0,83,146,0,3221221376,10,9,0,0,2
01-10 16:52:21,56.864,13.161,29.975,0,0,1439989760,65189457920,83259392,593653760,0,0,0,0,26819748,14105397,565,851,617,13888,26696,0,3221221376,10,709,0,0,2
01-10 16:52:22,43.001,7.755,49.243,0,0,1452920832,65176444928,83259392,593702912,0,0,0,0,29758147,15628436,586,813,513,13515,13159,0,3221221376,10,905,0,0,2
01-10 16:52:23,45.779,11.069,43.152,0,0,1476067328,65153273856,83263488,593723392,0,352256,0,44,33345368,17421481,622,846,593,14394,13085,0,3221221376,10,939,0,0,2
01-10 16:52:24,65.918,15.418,18.664,0,0,1475166208,65154125824,83263488,593772544,0,0,0,0,46107455,24128481,980,1093,724,18580,16555,0,3221221376,10,1050,0,0,2
01-10 16:52:25,38.066,8.308,53.627,0,0,1462665216,65166585856,83263488,593813504,0,0,0,0,48112428,25119609,856,1485,880,18173,18873,0,3221221376,10,1122,0,0,2
01-10 16:52:26,28.237,6.701,65.062,0,0,1452576768,65176592384,83263488,593895424,0,0,0,0,40999927,21447075,836,1159,920,16211,16590,0,3221221376,10,1139,0,0,2
01-10 16:52:27,32.344,8.212,59.444,0,0,1441832960,65187295232,83263488,593936384,0,1998848,0,440,48606768,25419022,914,1388,781,18527,19733,0,3221221376,10,1159,0,0,2
01-10 16:52:28,25.912,7.610,66.478,0,0,1433903104,65195167744,83267584,593989632,0,90112,0,10,42877237,22386687,738,983,797,16524,17353,0,3221221376,10,1173,0,0,1
01-10 16:52:29,28.580,8.040,63.379,0,0,1414504448,65214529536,83267584,594026496,0,0,0,0,47237410,24700859,877,1053,1080,17802,19138,0,3221221376,10,1182,0,0,1
01-10 16:52:30,26.147,6.662,67.190,0,0,1407299584,65221672960,83267584,594087936,0,0,0,0,41547492,21729457,809,1017,844,16205,16945,0,3221221376,10,1248,0,0,1
01-10 16:52:31,26.779,6.866,66.355,0,0,1402286080,65226584064,83267584,594157568,0,0,0,0,43631392,22833155,850,1139,961,16540,18351,0,3221221376,10,1344,0,0,1
01-10 16:52:32,28.652,8.527,62.821,0,0,1397956608,65230831616,83267584,594206720,0,0,0,0,47916223,25042138,942,1003,922,18015,19630,0,3221221376,10,1396,0,0,1
01-10 16:52:33,25.064,8.079,66.794,0.064,0,1394040832,65234702336,83267584,594251776,0,622592,0,136,43413724,22663166,853,834,875,16465,17230,0,3221221376,10,1396,0,0,1
01-10 16:52:34,26.945,9.045,64.010,0,0,1386770432,65241870336,83267584,594321408,0,0,0,0,47849497,25005806,857,1147,1007,17661,19855,0,3221221376,10,1444,0,0,1
01-10 16:52:35,25.504,7.431,67.065,0,0,1380847616,65247748096,83267584,594366464,0,0,0,0,43711061,22810217,681,978,892,16581,17551,0,3221221376,10,1444,0,0,1
01-10 16:52:36,28.317,7.810,63.873,0,0,1375879168,65252667392,83267584,594415616,0,0,0,0,49041207,25643408,867,868,937,18268,20391,0,3221221376,10,1444,0,0,1
01-10 16:52:37,25.287,7.070,67.643,0,0,1370406912,65258094592,83267584,594460672,0,0,0,0,42467642,22198425,719,689,860,16546,17348,0,3221221376,10,1444,0,0,0
01-10 16:52:38,25.900,7.328,66.772,0,0,1363890176,65264537600,83271680,594530304,0,598016,0,134,42205823,22063017,625,863,866,16294,17328,0,3221221376,10,1471,0,0,0
01-10 16:52:39,24.279,7.047,68.674,0,0,1352523776,65275867136,83271680,594567168,0,0,0,0,40768541,21300670,743,874,573,15924,16479,0,3221221376,10,1471,0,0,0
01-10 16:52:40,28.777,9.114,62.110,0,0,1348616192,65279733760,83271680,594608128,0,0,0,0,49150349,25675014,964,918,784,18143,20071,0,3221221376,10,1471,0,0,0
01-10 16:52:41,30.184,8.957,60.859,0,0,1342889984,65285394432,83271680,594673664,0,0,0,0,48308158,25263063,977,743,696,18075,20192,0,3221221376,10,1489,0,0,0
01-10 16:52:42,27.491,8.512,63.997,0,0,1338167296,65290063872,83271680,594726912,0,0,0,0,47570249,24858072,950,768,903,17827,19914,0,3221221376,10,1525,0,0,0
01-10 16:52:43,27.845,7.247,64.908,0,0,1334972416,65293205504,83275776,594776064,0,606208,0,136,46730864,24402289,905,969,912,17509,19193,0,3221221376,10,1532,0,0,0
01-10 16:52:44,11.167,3.556,85.278,0,0,1318764544,65309622272,83275776,594829312,0,0,0,0,15499083,8046405,299,216,253,9573,8083,0,3221221376,10,1212,0,179,0
01-10 16:52:45,0.062,0.250,99.688,0,0,1318764544,65309622272,83275776,594829312,0,0,0,0,366,630,0,0,0,92,160,0,3221221376,10,1212,0,179,0
01-10 16:52:46,0.062,0.250,99.688,0,0,1318731776,65309655040,83275776,594829312,0,0,0,0,545,606,0,0,0,93,147,0,3221221376,10,1212,0,179,0
01-10 16:52:47,0.062,0.250,99.688,0,0,1318731776,65309655040,83275776,594829312,0,0,0,0,538,836,0,0,0,115,186,0,3221221376,10,1212,0,179,0
01-10 16:52:48,0.062,0.250,99.625,0.062,0,1318723584,65309655040,83283968,594829312,0,262144,0,46,305,606,0,0,0,115,158,0,3221221376,10,1212,0,179,0
01-10 16:52:49,0.063,0.250,99.687,0,0,1318715392,65309663232,83283968,594829312,0,0,0,0,246,622,0,0,0,96,179,0,3221221376,10,1212,0,179,0
01-10 16:52:50,0,0.250,99.750,0,0,1318715392,65309663232,83283968,594829312,0,0,0,0,485,666,0,0,0,92,148,0,3221221376,10,1212,0,179,0
01-10 16:52:51,0.062,0.250,99.688,0,0,1318748160,65309630464,83283968,594829312,0,0,0,0,478,836,0,0,0,112,181,0,3221221376,10,1212,0,179,0
01-10 16:52:52,0.062,0.250,99.688,0,0,1318748160,65309630464,83283968,594829312,0,0,0,0,639,606,0,0,0,94,151,0,3221221376,10,1212,0,179,0
01-10 16:52:53,0.062,0.250,99.688,0,0,1318748160,65309630464,83283968,594829312,0,0,0,0,186,606,0,0,0,95,156,0,3221221376,10,1212,0,179,0
01-10 16:52:54,7.312,1.188,91.500,0,0,908595200,65718919168,83288064,595664896,0,24576,0,4,872,948,0,0,0,812,469,0,3221221376,10,1212,0,179,0
01-10 16:52:55,0.062,0.250,99.688,0,0,908587008,65718927360,83288064,595664896,0,0,0,0,126,622,0,0,0,105,185,0,3221221376,10,1212,0,179,0
01-10 16:52:56,0.062,0.250,99.688,0,0,908587008,65718927360,83288064,595664896,0,0,0,0,245,606,0,0,0,89,149,0,3221221376,10,1212,0,179,0
01-10 16:52:57,0,0.250,99.750,0,0,908587008,65718927360,83288064,595664896,0,0,0,0,598,836,0,0,0,96,151,0,3221221376,10,1212,0,179,0
01-10 16:52:58,0.062,0.250,99.688,0,0,908582912,65718927360,83288064,595668992,0,2113536,0,122,305,606,0,0,0,148,157,0,3221221376,10,1212,0,179,0
01-10 16:52:59,1.624,0.874,97.439,0.062,0,910336000,65717166080,83288064,595668992,0,319488,0,6,4793,4845,0,0,0,940,788,0,3221221376,10,1213,0,179,0
01-10 16:53:00,0.063,0.250,99.687,0,0,910094336,65717407744,83288064,595677184,0,0,0,0,12305,270858,0,0,0,305,303,0,3221221376,10,1213,0,179,0
01-10 16:53:01,0.063,0.250,99.687,0,0,909959168,65717542912,83288064,595677184,0,0,0,0,14620,332992,0,0,0,347,271,0,3221221376,10,1213,0,179,0
01-10 16:53:02,0.063,0.313,99.625,0,0,908394496,65719107584,83288064,595677184,0,0,0,0,11645,265147,0,0,0,406,461,0,3221221376,10,1212,0,179,0
01-10 16:53:03,0.063,0.250,99.687,0,0,908378112,65719123968,83288064,595668992,0,0,0,0,306,606,0,0,0,114,193,0,3221221376,10,1212,0,179,0
01-10 16:53:04,0.062,0.250,99.688,0,0,908361728,65719140352,83288064,595668992,0,0,0,0,872,836,0,0,0,117,190,0,3221221376,10,1212,0,179,0
01-10 16:53:05,0.062,0.250,99.688,0,0,908361728,65719140352,83288064,595668992,0,106496,0,4,186,606,0,0,0,96,162,0,3221221376,10,1212,0,179,0
01-10 16:53:06,0.062,0.250,99.688,0,0,908361728,65719140352,83288064,595668992,0,0,0,0,545,622,0,0,0,94,143,0,3221221376,10,1212,0,179,0
01-10 16:53:07,0.125,0.312,99.562,0,0,909045760,65718456320,83288064,595668992,0,0,0,0,3083,2237,0,0,0,204,225,0,3221221376,10,1213,0,179,0
01-10 16:53:08,1.628,0.689,97.683,0,0,908304384,65719226368,83288064,595644416,0,0,0,0,3891,4373,0,0,0,956,898,0,3221221376,10,1212,0,179,0
01-10 16:53:09,0.062,0.250,99.688,0,0,908279808,65719250944,83288064,595640320,0,0,0,0,606,606,0,0,0,109,182,0,3221221376,10,1212,0,179,0
01-10 16:53:10,0.062,0.250,99.688,0,0,908279808,65719250944,83288064,595640320,0,0,0,0,545,606,0,0,0,93,147,0,3221221376,10,1212,0,179,0
01-10 16:53:11,0.063,0.250,99.687,0,0,908267520,65719259136,83292160,595640320,0,155648,0,6,778,836,0,0,0,129,199,0,3221221376,10,1212,0,179,0
01-10 16:53:12,0,0.250,99.750,0,0,908267520,65719259136,83292160,595640320,0,0,0,0,485,622,0,0,0,93,149,0,3221221376,10,1212,0,179,0
01-10 16:53:13,0.062,0.250,99.688,0,0,908267520,65719259136,83292160,595640320,0,0,0,0,246,606,0,0,0,97,159,0,3221221376,10,1212,0,179,0
01-10 16:53:14,0.062,0.250,99.688,0,0,908267520,65719259136,83292160,595640320,0,0,0,0,837,836,0,0,0,115,179,0,3221221376,10,1212,0,179,0
01-10 16:53:15,0.062,0.250,99.688,0,0,908267520,65719259136,83292160,595640320,0,0,0,0,581,606,0,0,0,145,211,0,3221221376,10,1212,0,179,0
01-10 16:53:16,0.062,0.312,99.625,0,0,908267520,65719259136,83292160,595640320,0,0,0,0,639,606,0,0,0,103,157,0,3221221376,10,1212,0,179,0
