


"Host:","node-32.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_real.csv",,,,"Date:","01 Oct 2019 16:45:28 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
01-10 16:55:54,0.063,1.001,98.937,0,0,1390145536,65234358272,83476480,597946368,0,0,0,0,425,606,0,0,0,122,144,0,3221221376,10,2632,0,1725,0
01-10 16:55:55,0.125,0.999,98.813,0.062,0,1390141440,65234358272,83480576,597946368,0,24576,0,4,838,896,0,0,0,169,209,0,3221221376,10,2632,0,1725,0
01-10 16:55:56,0.063,1.001,98.937,0,0,1390141440,65234358272,83480576,597946368,0,0,0,0,587,622,0,0,0,136,172,0,3221221376,10,2632,0,1725,0
01-10 16:55:57,0.062,1.062,98.875,0,0,1390141440,65234358272,83480576,597946368,0,0,0,0,366,606,0,0,0,120,142,0,3221221376,10,2632,0,1725,0
01-10 16:55:58,0.062,1.062,98.875,0,0,1390141440,65234358272,83480576,597946368,0,0,0,0,837,836,0,0,0,129,146,0,3221221376,10,2632,0,1725,0
01-10 16:55:59,0.063,1.001,98.937,0,0,1390141440,65234358272,83480576,597946368,0,0,0,0,546,606,0,0,0,156,174,0,3221221376,10,2632,0,669,0
01-10 16:56:00,1.378,1.190,97.433,0,0,1391620096,65232879616,83480576,597942272,0,0,0,0,5423,4788,0,0,0,838,677,0,3221221376,10,2633,0,669,0
01-10 16:56:01,0.250,0.874,98.876,0,0,1390870528,65233625088,83484672,597954560,0,106496,0,8,16294,4377,0,0,0,389,629,0,3221221376,10,2632,1,669,0
01-10 16:56:02,2.004,1.190,96.807,0,0,1391431680,65233059840,83484672,597958656,0,1212416,0,256,5216,4942,0,0,0,1355,813,0,3221221376,10,2633,0,669,0
01-10 16:56:03,1.563,1.251,97.186,0,0,1390874624,65234411520,83484672,597155840,0,0,0,0,26873,6954,0,0,0,1130,1036,0,3221221376,10,2632,1,669,0
01-10 16:56:04,1.564,1.252,97.184,0,0,1391554560,65233731584,83484672,597159936,0,0,0,0,5524,5272,0,0,0,1199,892,0,3221221376,10,2633,0,669,0
01-10 16:56:05,0.125,0.751,99.124,0,0,1390034944,65235251200,83484672,597155840,0,0,0,0,1124,1551,0,0,0,306,391,0,3221221376,10,2632,0,669,0
01-10 16:56:06,1.128,1.065,97.807,0,0,1391763456,65233522688,83496960,597147648,0,425984,0,26,4685,3826,0,0,0,666,650,0,3221221376,10,2633,0,669,0
01-10 16:56:07,68.875,15.688,15.438,0,0,1800450048,64824819712,83496960,597168128,0,0,0,0,1836,2443,0,0,0,5615,889693,0,3221221376,10,2632,0,669,0
01-10 16:56:08,43.680,1.815,54.506,0,0,2078134272,64547098624,83496960,597204992,0,2015232,0,434,603,938,0,0,0,2648,4270,0,3221221376,10,2632,0,669,0
01-10 16:56:09,0.125,0.438,99.438,0,0,2078515200,64546717696,83496960,597204992,0,0,0,0,708,622,0,0,0,107,164,0,3221221376,10,2632,0,669,0
01-10 16:56:10,0.062,0.500,99.438,0,0,2078515200,64546717696,83496960,597204992,0,0,0,0,425,606,0,0,0,101,147,0,3221221376,10,2632,0,669,0
01-10 16:56:11,0.125,0.438,99.438,0,0,2078515200,64546717696,83496960,597204992,0,0,0,0,753,836,0,0,0,140,211,0,3221221376,10,2632,0,669,0
01-10 16:56:12,0.063,0.438,99.437,0.063,0,2078507008,64546717696,83505152,597204992,0,286720,0,20,425,606,0,0,0,125,173,0,3221221376,10,2632,0,669,0
01-10 16:56:13,18.398,7.134,74.468,0,0,2108522496,64516640768,83505152,597241856,0,0,0,0,21150656,11150155,394,521,491,10798,23330,0,3221221376,10,3236,382,669,0
01-10 16:56:14,34.845,15.093,50.062,0,0,2143522816,64481566720,83505152,597282816,0,0,0,0,40500115,21332105,884,959,909,18730,24366,0,3221221376,10,4024,55,672,0
01-10 16:56:15,26.428,9.605,63.967,0,0,2155732992,64469250048,83505152,597331968,0,0,0,0,42247677,22053054,794,1146,965,17490,17233,0,3221221376,10,4103,57,669,0
01-10 16:56:16,42.503,18.996,38.501,0,0,2151878656,64473042944,83505152,597385216,0,0,0,0,52950249,27672679,1010,1314,1102,21864,21220,0,3221221376,10,4239,0,669,0
01-10 16:56:17,32.607,11.980,55.413,0,0,2143281152,64481579008,83505152,597446656,0,0,0,0,54243840,28356312,1067,1448,1208,21830,22178,0,3221221376,10,4297,13,670,0
01-10 16:56:18,31.134,11.406,57.460,0,0,2141917184,64482807808,83513344,597524480,0,737280,0,140,51779759,27025566,895,1288,1006,20295,21000,0,3221221376,10,4462,21,276,0
01-10 16:56:19,21.496,7.605,70.899,0,0,2144202752,64480206848,83513344,597569536,0,0,0,0,34944911,18268096,629,898,598,14736,14320,0,3221221376,10,4614,11,276,0
01-10 16:56:20,18.618,6.164,75.218,0,0,2145636352,64478662656,83513344,597598208,0,0,0,0,26757244,14024651,461,632,600,11800,11564,0,3221221376,10,4674,0,109,0
01-10 16:56:21,15.819,5.587,78.594,0,0,2148618240,64475607040,83513344,597630976,0,0,0,0,26311362,13770110,416,445,623,10538,11269,0,3221221376,10,4704,0,109,0
01-10 16:56:22,13.975,4.783,81.242,0,0,2149576704,64474611712,83513344,597667840,0,0,0,0,19561501,10201662,283,478,373,8666,7694,0,3221221376,10,4704,0,109,0
01-10 16:56:23,19.723,6.616,73.661,0,0,2149867520,64474284032,83517440,597700608,0,434176,0,94,29391120,15335549,410,715,450,11544,11763,0,3221221376,10,4704,0,109,0
01-10 16:56:24,37.872,14.630,47.498,0,0,2159755264,64464351232,83517440,597721088,0,0,0,0,49078199,25626511,863,1189,1045,19766,21087,0,3221221376,10,4768,0,109,0
01-10 16:56:25,23.250,7.771,68.979,0,0,2182311936,64441712640,83517440,597770240,0,0,0,0,37378420,19519192,696,769,825,15767,15321,0,3221221376,10,4800,36,109,0
01-10 16:56:26,26.945,9.085,63.970,0,0,2216927232,64406978560,83517440,597831680,0,0,0,0,40677735,21248492,718,907,779,16566,16600,0,3221221376,10,4864,27,109,0
01-10 16:56:27,28.886,11.328,59.786,0,0,2257321984,64366551040,83517440,597864448,0,0,0,0,46220085,24164127,756,943,1082,18770,18424,0,3221221376,10,4876,15,109,0
01-10 16:56:28,23.728,7.888,68.321,0.064,0,2276401152,64347398144,83521536,597934080,0,557056,0,118,40712311,21272232,715,899,891,16303,16779,0,3221221376,10,4922,16,109,0
01-10 16:56:29,27.168,9.184,63.648,0,0,2323910656,64299864064,83521536,597958656,0,0,0,0,43901974,22961401,795,1052,863,17750,17935,0,3221221376,10,4963,12,109,0
01-10 16:56:30,30.244,9.643,60.113,0,0,2345750528,64277954560,83521536,598020096,0,0,0,0,45389570,23743773,816,1056,847,18439,18646,0,3221221376,10,4975,0,109,0
01-10 16:56:31,20.189,9.211,70.599,0,0,2406404096,64217247744,83521536,598065152,0,0,0,0,28289474,14801300,531,706,578,12310,12401,0,3221221376,10,5032,1,109,0
01-10 16:56:32,21.791,7.890,70.319,0,0,2408775680,64214781952,83521536,598110208,0,0,0,0,33109796,17311201,521,910,622,14285,13795,0,3221221376,10,5064,0,109,0
01-10 16:56:33,34.422,14.887,50.691,0,0,2414850048,64208674816,83529728,598126592,0,557056,0,114,46712993,24393564,883,1233,858,19096,17893,0,3221221376,10,5064,0,109,0
01-10 16:56:34,32.535,10.845,56.620,0,0,2411126784,64212332544,83529728,598192128,0,0,0,0,54736280,28646159,1146,1279,1082,22321,23759,0,3221221376,10,5111,0,111,0
01-10 16:56:35,38.374,14.745,46.881,0,0,2404990976,64218365952,83529728,598261760,0,0,0,0,51286594,26809277,931,1219,914,20766,20548,0,3221221376,10,5157,0,109,0
01-10 16:56:36,24.859,10.483,64.658,0,0,2339745792,64283475968,83529728,598355968,0,0,0,0,29001253,14954701,432,654,647,19645,20401,0,3221221376,10,3879,0,872,0
01-10 16:56:37,0.063,1.188,98.749,0,0,2339745792,64283475968,83529728,598355968,0,0,0,0,486,630,0,0,0,135,178,0,3221221376,10,3879,0,872,0
01-10 16:56:38,0.063,1.316,98.622,0,0,2339704832,64283508736,83537920,598355968,0,671744,0,106,138257,207264,85,105,91,2390,184,0,3221221376,10,2836,0,1915,0
01-10 16:56:39,0.063,1.126,98.812,0,0,2339799040,64283410432,83537920,598360064,0,0,0,0,426,646,0,0,0,154,189,0,3221221376,10,2836,0,1915,0
01-10 16:56:40,0.125,1.125,98.750,0,0,2339799040,64283410432,83537920,598360064,0,0,0,0,477,938,0,0,0,135,162,0,3221221376,10,2836,0,1915,0
01-10 16:56:41,0.063,1.126,98.812,0,0,2339799040,64283410432,83537920,598360064,0,0,0,0,612,1764,0,0,0,130,147,0,3221221376,10,2836,0,1915,0
01-10 16:56:42,0.063,1.126,98.812,0,0,2339799040,64283410432,83537920,598360064,0,0,0,0,305,606,0,0,0,138,181,0,3221221376,10,2836,0,1915,0
01-10 16:56:43,0.062,1.249,98.688,0,0,2339799040,64283410432,83537920,598360064,0,303104,0,68,778,836,0,0,0,195,209,0,3221221376,10,2836,0,1915,0
01-10 16:56:44,0.062,1.125,98.750,0.062,0,2339790848,64283410432,83546112,598360064,0,73728,0,6,425,622,0,0,0,145,161,0,3221221376,10,2836,0,1915,0
01-10 16:56:45,0.063,1.126,98.812,0,0,2339790848,64283410432,83546112,598360064,0,0,0,0,546,622,0,0,0,133,149,0,3221221376,10,2836,0,1915,0
01-10 16:56:46,7.760,2.566,89.675,0,0,1694224384,64928923648,83546112,598413312,0,0,0,0,537,836,0,0,0,855,311,0,3221221376,10,2836,0,1915,0
01-10 16:56:47,0.375,1.126,98.499,0,0,1649577984,64972869632,83546112,599113728,0,0,0,0,606,718,0,0,0,218,315,0,3221221376,10,2834,0,1915,2
01-10 16:56:48,0.125,1.125,98.750,0,0,1648418816,64973979648,83546112,599154688,0,0,0,0,245,606,0,0,0,320,229,0,3221221376,10,2834,0,1806,2
01-10 16:56:49,0.063,1.001,98.937,0,0,1648418816,64973979648,83546112,599154688,0,2097152,0,150,246,606,0,0,0,232,176,0,3221221376,10,2834,0,1806,2
01-10 16:56:50,0.125,0.938,98.937,0,0,1648410624,64973979648,83554304,599154688,0,237568,0,4,597,912,0,0,0,159,163,0,3221221376,10,2834,0,1806,2
01-10 16:56:51,0.250,1.188,98.562,0,0,1649053696,64973336576,83554304,599154688,0,0,0,0,2590,2673,0,0,0,253,229,0,3221221376,10,2835,0,1806,2
01-10 16:56:52,1.563,1.501,96.936,0,0,1649225728,64973164544,83554304,599162880,0,0,0,0,7387,103175,0,0,0,962,777,0,3221221376,10,2835,0,1806,2
01-10 16:56:53,0.188,1.188,98.625,0,0,1649250304,64973139968,83554304,599162880,0,0,0,0,19978,437018,0,0,0,524,371,0,3221221376,10,2835,0,1806,2
01-10 16:56:54,0.188,1.188,98.624,0,0,1647755264,64974635008,83554304,599154688,0,0,0,0,16497,263057,0,0,0,523,478,0,3221221376,10,2834,0,1806,2
01-10 16:56:55,0.063,1.126,98.812,0,0,1647738880,64974651392,83554304,599154688,0,0,0,0,306,606,0,0,0,149,196,0,3221221376,10,2834,0,1806,2
01-10 16:56:56,0.062,1.125,98.750,0.062,0,1647738880,64974651392,83554304,599154688,0,114688,0,4,752,836,0,0,0,138,169,0,3221221376,10,2834,0,1806,2
01-10 16:56:57,0.125,1.124,98.751,0,0,1647722496,64974667776,83554304,599154688,0,0,0,0,486,622,0,0,0,194,223,0,3221221376,10,2834,0,1806,2
01-10 16:56:58,0.125,1.063,98.812,0,0,1647714304,64974675968,83554304,599154688,0,0,0,0,545,606,0,0,0,130,148,0,3221221376,10,2834,0,1806,2
01-10 16:56:59,0.250,1.125,98.625,0,0,1648222208,64974168064,83554304,599154688,0,0,0,0,2569,2591,0,0,0,241,223,0,3221221376,10,2835,0,1806,2
01-10 16:57:00,1.377,1.690,96.934,0,0,1647443968,64975048704,83554304,599052288,0,0,0,0,3826,4004,0,0,0,975,891,0,3221221376,10,2834,0,1806,2
01-10 16:57:01,0.063,1.064,98.874,0,0,1647411200,64975081472,83554304,599052288,0,0,0,0,492,738,0,0,0,157,174,0,3221221376,10,2834,0,1806,2
01-10 16:57:02,0.125,1.125,98.750,0,0,1647403008,64975089664,83554304,599052288,0,221184,0,8,305,606,0,0,0,148,201,0,3221221376,10,2834,0,1806,2
01-10 16:57:03,0.125,1.125,98.750,0,0,1647403008,64975089664,83554304,599052288,0,0,0,0,640,918,0,0,0,161,199,0,3221221376,10,2834,0,1806,2
01-10 16:57:04,0.125,1.062,98.812,0,0,1647403008,64975089664,83554304,599052288,0,0,0,0,545,606,0,0,0,134,153,0,3221221376,10,2834,0,1806,2
01-10 16:57:05,0.063,1.126,98.812,0,0,1647403008,64975089664,83554304,599052288,0,0,0,0,306,606,0,0,0,126,147,0,3221221376,10,2834,0,1806,2
01-10 16:57:06,0.062,1.187,98.751,0,0,1647403008,64975089664,83554304,599052288,0,0,0,0,657,836,0,0,0,132,153,0,3221221376,10,2834,0,1806,2
01-10 16:57:07,0.063,1.126,98.812,0,0,1647403008,64975089664,83554304,599052288,0,0,0,0,640,606,0,0,0,166,233,0,3221221376,10,2834,0,1806,2
01-10 16:57:08,0.125,1.063,98.812,0,0,1647394816,64975089664,83558400,599056384,0,24576,0,4,605,606,0,0,0,141,159,0,3221221376,10,2834,0,1806,2
01-10 16:57:09,0.062,1.125,98.812,0,0,1647394816,64975089664,83558400,599056384,0,0,0,0,881,622,0,0,0,134,149,0,3221221376,10,2834,0,1806,2
01-10 16:57:10,0.063,1.126,98.812,0,0,1647394816,64975089664,83558400,599056384,0,0,0,0,657,836,0,0,0,135,151,0,3221221376,10,2834,0,1806,2
01-10 16:57:11,0.063,1.126,98.812,0,0,1647394816,64975089664,83558400,599056384,0,0,0,0,426,606,0,0,0,146,179,0,3221221376,10,2834,0,1806,2
01-10 16:57:12,0.125,1.124,98.751,0,0,1647394816,64975089664,83558400,599056384,0,0,0,0,245,606,0,0,0,138,177,0,3221221376,10,2834,0,1806,2
01-10 16:57:13,0.125,1.125,98.688,0.062,0,1647390720,64975089664,83562496,599056384,0,65536,0,6,2188,1751,0,0,0,156,174,0,3221221376,10,2834,0,1806,2
01-10 16:57:14,0.125,1.124,98.751,0,0,1647390720,64975089664,83562496,599056384,0,0,0,0,365,622,0,0,0,127,152,0,3221221376,10,2834,0,1806,2
01-10 16:57:15,0.063,1.126,98.812,0,0,1647390720,64975089664,83562496,599056384,0,0,0,0,881,606,0,0,0,156,193,0,3221221376,10,2834,0,1806,2
01-10 16:57:16,1.438,1.626,96.936,0,0,1649512448,64972967936,83562496,599056384,0,0,0,0,5012,5120,0,0,0,942,700,0,3221221376,10,2835,0,1806,2
01-10 16:57:17,0.188,1.188,98.624,0,0,1647640576,64974839808,83562496,599060480,0,0,0,0,17396,4123,0,0,0,443,643,0,3221221376,10,2834,0,1806,2
01-10 16:57:18,1.562,1.625,96.812,0,0,1648758784,64973721600,83562496,599064576,0,0,0,0,4350,4476,0,0,0,993,736,0,3221221376,10,2835,0,1806,2
01-10 16:57:19,1.379,1.379,97.241,0,0,1649471488,64973008896,83562496,599060480,0,2408448,0,492,26432,5849,0,0,0,1217,945,0,3221221376,10,2835,0,1806,2
01-10 16:57:20,1.939,1.751,96.310,0,0,1649172480,64974110720,83562496,598257664,0,0,0,0,5924,6005,0,0,0,1590,961,0,3221221376,10,2835,0,1806,2
01-10 16:57:21,0.125,1.127,98.748,0,0,1647611904,64975671296,83562496,598253568,0,0,0,0,3952,2823,0,0,0,700,428,0,3221221376,10,2834,0,1806,2
01-10 16:57:22,1.502,1.564,96.934,0,0,1649627136,64973656064,83562496,598249472,0,0,0,0,4416,4618,0,0,0,865,719,0,3221221376,10,2835,0,1806,2
01-10 16:57:23,75.767,21.478,2.755,0,0,2091380736,64531894272,83562496,598269952,0,0,0,0,2343,1871,0,0,0,6071,1426939,0,3221221376,10,2834,0,1806,2
01-10 16:57:24,53.045,2.134,44.821,0,0,2432901120,64190324736,83570688,598310912,0,352256,0,26,904,1314,0,0,0,2997,5569,0,3221221376,10,2834,0,1806,2
01-10 16:57:25,0.063,0.813,99.124,0,0,2433409024,64189816832,83570688,598310912,0,0,0,0,186,622,0,0,0,114,161,0,3221221376,10,2834,0,1806,2
01-10 16:57:26,0.062,0.812,99.125,0,0,2433409024,64189816832,83570688,598310912,0,0,0,0,777,836,0,0,0,121,153,0,3221221376,10,2834,0,1806,2
01-10 16:57:27,0.062,0.875,99.062,0,0,2433409024,64189816832,83570688,598310912,0,0,0,0,246,666,0,0,0,145,211,0,3221221376,10,2834,0,1806,2
01-10 16:57:28,0.813,1.063,98.124,0,0,2427854848,64195788800,83570688,598310912,0,0,0,0,373229,560004,171,212,203,3855,349,0,3221221376,10,10,0,4630,2
01-10 16:57:29,27.757,13.878,58.302,0.063,0,2466234368,64157749248,83578880,598315008,0,147456,0,16,19814886,10473519,441,419,544,11282,27123,0,3221221376,10,999,570,4645,2
01-10 16:57:30,32.717,11.607,55.676,0,0,2509508608,64114417664,83578880,598372352,0,0,0,0,41338290,21872555,772,998,1053,19145,30113,0,3221221376,10,2794,111,4939,2
01-10 16:57:31,35.873,17.143,46.984,0,0,2558922752,64064901120,83578880,598474752,0,0,0,0,47725459,25051492,832,1208,1283,20728,18950,0,3221221376,10,3213,89,4630,2
01-10 16:57:32,19.347,7.601,73.053,0,0,2577649664,64046145536,83578880,598503424,0,0,0,0,27371730,14309206,468,834,602,12561,11872,0,3221221376,10,3396,7,4644,2
01-10 16:57:33,34.997,16.955,48.049,0,0,2603683840,64020078592,83578880,598536192,0,0,0,0,43362919,22694226,752,1125,926,17922,16287,0,3221221376,10,3475,3,4645,2
01-10 16:57:34,36.472,13.685,49.529,0.314,0,2608803840,64014897152,83582976,598593536,0,737280,0,128,50500527,26400849,965,1410,1093,21116,21050,0,3221221376,10,3655,3,4646,2
01-10 16:57:35,25.992,9.091,64.917,0,0,2604163072,64019488768,83582976,598642688,0,0,0,0,42818744,22382009,723,1084,1090,17752,17275,0,3221221376,10,3791,28,4674,2
01-10 16:57:36,25.463,9.636,64.901,0,0,2614116352,64009334784,83582976,598704128,0,0,0,0,39221714,20499135,751,1066,831,16462,15696,0,3221221376,10,3940,28,4659,2
01-10 16:57:37,22.544,8.123,69.332,0,0,2638688256,63984668672,83582976,598757376,0,0,0,0,36037870,18866880,663,860,654,15310,14876,0,3221221376,10,4040,2,4516,2
01-10 16:57:38,20.013,8.005,71.982,0,0,2647769088,63975522304,83582976,598790144,0,0,0,0,28807796,15066785,540,797,560,12741,11753,0,3221221376,10,4185,15,3876,2
01-10 16:57:39,18.446,7.454,74.100,0,0,2665984000,63957254144,83587072,598831104,0,548864,0,108,27866164,14590541,555,669,459,12459,11667,0,3221221376,10,3759,0,3309,2
01-10 16:57:40,12.062,4.312,83.625,0,0,2666827776,63956353024,83587072,598847488,0,0,0,0,16465245,8612220,275,431,287,7825,6560,0,3221221376,10,4270,0,2824,2
01-10 16:57:41,14.113,5.022,80.865,0,0,2669617152,63953543168,83587072,598867968,0,0,0,0,21803738,11384533,409,505,346,9770,9077,0,3221221376,10,4270,0,2824,2
01-10 16:57:42,29.766,12.731,57.503,0,0,2667868160,63955279872,83587072,598880256,0,0,0,0,44889143,23302568,733,1123,690,16802,16539,0,3221221376,10,4306,0,2830,2
01-10 16:57:43,38.998,14.204,46.798,0,0,2671837184,63951245312,83587072,598945792,0,0,0,0,49594970,26056918,1021,1228,811,21251,21234,0,3221221376,10,4354,0,2839,2
01-10 16:57:44,32.056,11.367,56.513,0.064,0,2680307712,63942627328,83591168,598999040,0,483328,0,98,52080864,27250513,939,1332,1043,21453,22796,0,3221221376,10,4444,0,2825,2
01-10 16:57:45,40.493,17.625,41.883,0,0,2702422016,63920406528,83591168,599064576,0,2007040,0,446,56442789,29584727,1091,1385,1102,23870,22625,0,3221221376,10,4517,0,2838,2
01-10 16:57:46,36.812,14.105,49.083,0,0,2708615168,63914106880,83591168,599121920,0,0,0,0,56705759,29647892,992,1358,1238,23165,22397,0,3221221376,10,4542,0,2824,2
01-10 16:57:47,30.044,11.628,58.328,0,0,2728165376,63894454272,83591168,599224320,0,0,0,0,46099246,24087333,794,1111,898,18954,18611,0,3221221376,10,4548,0,2824,2
01-10 16:57:48,11.948,5.912,82.141,0,0,2728165376,63894454272,83591168,599224320,0,0,0,0,15054167,7824512,239,281,285,6666,5780,0,3221221376,10,4548,0,2824,1
01-10 16:57:49,20.764,6.624,72.611,0,0,2534920192,64087654400,83595264,599265280,0,483328,0,100,20834014,10907461,412,332,371,32414,9550,0,3221221376,10,4604,0,2843,1
01-10 16:57:50,25,10.795,64.205,0,0,2517565440,64104964096,83595264,599302144,0,0,0,0,34614083,18089857,618,911,682,13739,13473,0,3221221376,10,4623,0,2824,1
01-10 16:57:51,26.826,10.013,63.161,0,0,2528133120,64092966912,83595264,600731648,0,0,0,0,28366038,14834615,629,754,576,12820,13171,0,3221221376,10,4619,0,2821,1
01-10 16:57:52,32.912,12.003,55.085,0,0,2508300288,64111992832,83595264,601538560,0,0,0,0,26613999,13727866,551,654,515,23438,20575,0,3221221376,10,3340,0,3666,3
01-10 16:57:53,2.495,2.183,95.321,0,0,2495946752,64124342272,83595264,601542656,0,0,0,0,2128970,1096843,71,45,57,2944,1626,0,3221221376,10,3045,0,3835,5
01-10 16:57:54,2.376,2.001,95.622,0,0,2480361472,64139919360,83595264,601550848,0,4694016,0,72,1978023,1020092,52,51,66,2974,1564,0,3221221376,10,2782,0,3998,5
01-10 16:57:55,0.125,1.500,98.375,0,0,2450268160,64170012672,83595264,601550848,0,0,0,0,687,646,0,0,0,187,201,0,3221221376,10,2782,0,3998,5
01-10 16:57:56,0.125,1.438,98.438,0,0,2450268160,64170012672,83595264,601550848,0,0,0,0,657,836,0,0,0,149,153,0,3221221376,10,2782,0,3998,5
01-10 16:57:57,0.062,1.500,98.438,0,0,2450268160,64170012672,83595264,601550848,0,0,0,0,126,606,0,0,0,137,146,0,3221221376,10,2782,0,3998,5
01-10 16:57:58,0,1.501,98.499,0,0,2450268160,64170012672,83595264,601550848,0,0,0,0,545,606,0,0,0,142,145,0,3221221376,10,2782,0,3998,5
01-10 16:57:59,0.063,1.438,98.499,0,0,2450268160,64170012672,83595264,601550848,0,0,0,0,538,836,0,0,0,169,204,0,3221221376,10,2782,0,3998,5
01-10 16:58:00,0.062,1.562,98.314,0.062,0,2450264064,64170012672,83599360,601550848,0,81920,0,8,828,606,0,0,0,168,175,0,3221221376,10,2782,0,3998,5
01-10 16:58:01,0.062,1.500,98.438,0,0,2450264064,64170012672,83599360,601550848,0,0,0,0,761,622,0,0,0,147,155,0,3221221376,10,2782,0,3998,5
01-10 16:58:02,7.451,2.505,90.044,0,0,1719578624,64900554752,83599360,601694208,0,0,0,0,537,836,0,0,0,873,309,0,3221221376,10,2782,0,3998,5
01-10 16:58:03,0.063,1.501,98.437,0,0,1716809728,64902754304,83599360,602263552,0,0,0,0,486,606,0,0,0,169,213,0,3221221376,10,2782,0,3998,5
01-10 16:58:04,0.062,1.500,98.438,0,0,1716776960,64902787072,83599360,602263552,0,0,0,0,485,606,0,0,0,155,175,0,3221221376,10,2782,0,3998,5
01-10 16:58:05,0.313,1.563,98.124,0,0,1668771840,64950792192,83599360,602263552,0,0,0,0,306,718,0,0,0,227,282,0,3221221376,10,2780,0,3998,7
01-10 16:58:06,0.063,1.501,98.437,0,0,1667956736,64951554048,83603456,602304512,0,1761280,0,42,657,836,0,0,0,177,171,0,3221221376,10,2780,0,3998,7
01-10 16:58:07,0.250,1.562,98.189,0,0,1668505600,64951005184,83603456,602304512,0,0,0,0,3263,3357,0,0,0,269,249,0,3221221376,10,2781,0,3998,7
01-10 16:58:08,2.004,2.004,95.992,0,0,1668796416,64950710272,83603456,602316800,0,0,0,0,10001,184475,0,0,0,1589,759,0,3221221376,10,2781,0,3998,7
01-10 16:58:09,0.188,1.438,98.374,0,0,1668788224,64950718464,83603456,602316800,0,0,0,0,19192,481088,0,0,0,566,422,0,3221221376,10,2781,0,3998,7
01-10 16:58:10,0.188,1.562,98.250,0,0,1667411968,64952094720,83603456,602308608,0,0,0,0,6215,89735,0,0,0,455,441,0,3221221376,10,2780,0,3998,7
01-10 16:58:11,0.063,1.438,98.499,0,0,1667411968,64952094720,83603456,602308608,0,0,0,0,426,606,0,0,0,161,182,0,3221221376,10,2780,0,3998,7
01-10 16:58:12,0.063,1.501,98.437,0,0,1667407872,64952094720,83607552,602308608,0,147456,0,6,1111,836,0,0,0,165,167,0,3221221376,10,2780,0,3998,7
01-10 16:58:13,0.062,1.562,98.376,0,0,1667407872,64952094720,83607552,602308608,0,0,0,0,306,622,0,0,0,148,169,0,3221221376,10,2780,0,3998,7
01-10 16:58:14,0.063,1.438,98.499,0,0,1667399680,64952102912,83607552,602308608,0,0,0,0,485,606,0,0,0,153,177,0,3221221376,10,2780,0,3998,7
01-10 16:58:15,0.750,1.751,97.498,0,0,1673072640,64946429952,83607552,602312704,0,0,0,0,4566,3826,0,0,0,636,569,0,3221221376,10,2781,0,3998,7
01-10 16:58:16,1.374,1.936,96.690,0,0,1667440640,64954343424,83607552,600027136,0,57344,0,4,1821,2883,0,0,0,1023,608,0,3221221376,10,2780,0,3998,7
01-10 16:58:17,0.063,1.439,98.498,0,0,1667440640,64954343424,83607552,600027136,0,0,0,0,390,1720,0,0,0,150,155,0,3221221376,10,2780,0,3998,7
01-10 16:58:18,0.062,1.500,98.375,0.062,0,1667420160,64954351616,83619840,600027136,0,188416,0,6,485,606,0,0,0,155,187,0,3221221376,10,2780,0,3998,7
01-10 16:58:19,0.125,1.500,98.375,0,0,1667411968,64954359808,83619840,600027136,0,0,0,0,478,852,0,0,0,166,189,0,3221221376,10,2780,0,3998,7
01-10 16:58:20,0.062,1.500,98.438,0,0,1667411968,64954359808,83619840,600027136,0,0,0,0,700,606,0,0,0,169,171,0,3221221376,10,2780,0,3998,7
01-10 16:58:21,0.062,1.500,98.438,0,0,1667411968,64954359808,83619840,600027136,0,286720,0,60,306,606,0,0,0,172,153,0,3221221376,10,2780,0,3998,7
01-10 16:58:22,0.062,1.500,98.438,0,0,1667411968,64954359808,83619840,600027136,0,0,0,0,605,622,0,0,0,143,150,0,3221221376,10,2780,0,3998,7
01-10 16:58:23,0.063,1.501,98.437,0,0,1667411968,64954359808,83619840,600027136,0,0,0,0,478,940,0,0,0,198,239,0,3221221376,10,2780,0,3998,7
01-10 16:58:24,0.125,1.250,98.625,0,0,1667403776,64954359808,83628032,600027136,0,32768,0,4,760,606,0,0,0,181,210,0,3221221376,10,2780,0,3998,7
01-10 16:58:25,0,1.562,98.438,0,0,1667403776,64954359808,83628032,600027136,0,0,0,0,186,622,0,0,0,140,145,0,3221221376,10,2780,0,3998,7
01-10 16:58:26,0.062,1.500,98.438,0,0,1667403776,64954359808,83628032,600027136,0,0,0,0,837,836,0,0,0,166,167,0,3221221376,10,2780,0,3998,7
01-10 16:58:27,0.125,1.438,98.438,0,0,1667403776,64954359808,83628032,600027136,0,0,0,0,10463,5949,1,0,0,184,205,0,3221221376,10,2779,0,3998,7
01-10 16:58:28,0.063,1.501,98.437,0,0,1667371008,64954392576,83628032,600027136,0,0,0,0,880,614,0,0,0,200,225,0,3221221376,10,2779,0,3998,7
01-10 16:58:29,0.063,1.501,98.437,0,0,1667371008,64954392576,83628032,600027136,0,0,0,0,658,836,0,0,0,161,150,0,3221221376,10,2779,0,1174,7
